Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Scott Schwartz,M,SBD,Raw,27.0,24-34,24-39,MR-O,92.2,93,260.0,172.5,312.5,745.0,1,475.99,469.94,449.94,97.87,Yes,USA,IL,USAPL,IPF,2017-12-16,USA,WI,,Blizzard Open,Yes
Harland White,M,SBD,Raw,34.5,24-34,24-39,MR-O,88.5,93,215.0,127.5,265.0,607.5,2,396.19,391.21,375.22,81.44,Yes,USA,IL,USAPL,IPF,2017-12-16,USA,WI,,Blizzard Open,Yes
Lindsay Schwartz,F,SBD,Raw,27.0,24-34,24-39,FR-O,55.8,57,102.5,62.5,152.5,317.5,2,368.89,374.62,331.39,75.69,Yes,USA,IL,USAPL,IPF,2017-12-16,USA,WI,,Blizzard Open,Yes
Christina Lazo,F,SBD,Raw,31.0,24-34,24-39,FR-O,56.94,57,160.0,90.0,170.0,420.0,2,481.52,487.77,431.31,98.6,Yes,USA,IL,USAPL,IPF,2019-03-02,USA,OH,Columbus,Arnold SBD Pro American,Yes
Cort Severns,M,SBD,Raw,37.5,35-39,24-39,MR-O,99.53,105,265.0,167.5,305.0,737.5,4,454.87,449.69,429.53,93.38,Yes,USA,IL,USAPL,IPF,2019-03-02,USA,OH,Columbus,Arnold SBD Pro American,Yes
Leah Casey,F,SBD,Raw,28.5,24-34,24-39,FR-O,60.0,60,112.5,62.5,152.5,327.5,1,363.05,365.13,322.61,74.03,Yes,USA,IL,USAPL,,2024-01-13,USA,OH,,New Year Open,Yes
Matthew Reahl,M,SBD,Raw,24.5,24-34,24-39,MR-O,108.1,110,210.0,145.0,255.0,610.0,3,363.69,360.95,344.83,74.31,Yes,USA,IL,USAPL,,2024-01-13,USA,OH,,New Year Open,Yes
Jared Elkins,M,SBD,Raw,17.5,18-19,14-18,MR-O,71.5,74,162.5,97.5,190.0,450.0,3,333.15,331.88,321.33,67.26,Yes,USA,IL,USAPL,IPF,2021-10-16,USA,MI,,Michigan Rookie Rumble,Yes
Landon Adelstein,M,SBD,Raw,17.5,18-19,14-18,MR-O,67.4,74,157.5,80.0,202.5,440.0,4,339.49,339.65,329.72,67.83,Yes,USA,IL,USAPL,IPF,2021-10-16,USA,MI,,Michigan Rookie Rumble,Yes
Bradley Faragoi,M,SBD,Raw,17.5,18-19,14-18,MR-O,91.6,93,210.0,132.5,240.0,582.5,1,373.36,368.61,353.01,76.77,Yes,USA,IL,USAPL,IPF,2021-10-16,USA,MI,,Michigan Rookie Rumble,Yes
Nicole Maranan,F,SBD,Raw,24.5,24-34,24-39,FR-O,59.85,60,152.5,75.0,185.0,412.5,1,458.0,460.78,407.14,93.4,Yes,USA,IL,USAPL,,2022-10-22,USA,VA,,Virginia Winter Wrecker,Yes
Patrick Harris,M,SBD,Raw,36.5,35-39,24-39,MR-O,56.5,59,115.0,77.5,160.0,352.5,1,313.06,318.13,311.75,59.7,Yes,USA,IL,USAPL,IPF,2018-04-28,USA,NH,,New Hampshire State Championships,Yes
Kevin Oetjens,M,SBD,Raw,39.0,35-39,24-39,MR-O,72.9,74,115.0,77.5,155.0,347.5,1,253.95,252.66,244.43,51.42,Yes,USA,IL,USAPL,IPF,2018-04-28,USA,NH,,New Hampshire State Championships,Yes
Liam Mathes,M,SBD,Raw,17.5,18-19,14-18,MR-O,74.1,83,205.0,115.0,210.0,530.0,2,383.2,380.87,368.2,77.75,Yes,USA,IL,USAPL,IPF,2019-06-15,USA,WA,,Seattle Summer Classic,Yes
Ren Pretkelis,M,SBD,Raw,23.5,24-34,24-39,MR-O,79.9,82.5,185.0,132.5,220.0,537.5,4,370.9,367.24,353.87,75.86,Yes,USA,IL,USAPL,,2023-11-18,USA,HI,,Lokahi Open,Yes
Jason Neukom,M,SBD,Raw,30.5,24-34,24-39,MR-O,90.5,93,190.0,155.0,242.5,587.5,2,378.82,374.01,358.36,77.89,Yes,USA,IL,USAPL,IPF,2016-07-16,USA,WI,,920 Raw Open,Yes
Heidi Tinney,F,SBD,Raw,45.5,45-49,40-49,FR-O,58.6,63,82.5,47.5,105.0,235.0,6,264.45,266.85,235.86,54.01,Yes,USA,IL,USAPL,IPF,2018-11-10,USA,IA,,QC Iron Thriller,Yes
Linda Lefler,F,SBD,Raw,66.5,65-69,60-69,FR-O,69.6,72,52.5,45.0,60.0,157.5,9,159.79,157.31,138.68,32.47,Yes,USA,IL,USAPL,IPF,2018-11-10,USA,IA,,QC Iron Thriller,Yes
Kimberly Behzadi,F,SBD,Raw,29.5,24-34,24-39,FR-O,106.6,84+,142.5,77.5,142.5,362.5,1,302.07,296.8,252.9,63.62,Yes,USA,IL,USAPL,IPF,2019-05-11,USA,NY,,Western NY Championships,Yes
Karina Lazarit,F,SBD,Raw,27.5,24-34,24-39,FR-O,47.1,48,110.0,77.5,155.0,342.5,1,448.16,459.92,409.92,94.74,Yes,USA,IL,USAPL,,2023-04-23,USA,IL,,Chicagoland Open,Yes
Arianne Rodriguez,F,SBD,Raw,32.5,24-34,24-39,FR-O,73.55,75,97.5,52.5,135.0,285.0,1,280.49,274.32,241.47,57.09,Yes,USA,IL,USAPL,,2023-04-23,USA,IL,,Chicagoland Open,Yes
Yaleina Anaya,F,SBD,Raw,22.5,20-23,19-23,FR-O,65.15,67.5,112.5,65.0,147.5,325.0,1,342.56,340.38,300.43,69.62,Yes,USA,IL,USAPL,,2023-04-23,USA,IL,,Chicagoland Open,Yes
Nashaliz Maldonado,F,SBD,Raw,24.5,24-34,24-39,FR-O,64.8,67.5,102.5,77.5,142.5,322.5,2,341.02,339.11,299.33,69.32,Yes,USA,IL,USAPL,,2023-04-23,USA,IL,,Chicagoland Open,Yes
Liz O'Brien,F,SBD,Raw,30.5,24-34,24-39,FR-O,64.3,67.5,95.0,55.0,125.0,275.0,3,292.14,290.84,256.75,59.39,Yes,USA,IL,USAPL,,2023-04-23,USA,IL,,Chicagoland Open,Yes
Corynn Tomlinson,F,SBD,Raw,29.5,24-34,24-39,FR-O,81.15,82.5,172.5,77.5,190.0,440.0,1,411.67,399.47,350.03,84.26,Yes,USA,IL,USAPL,,2023-04-23,USA,IL,,Chicagoland Open,Yes
Samue Sancho,M,SBD,Raw,18.5,18-19,19-23,MR-O,89.4,90,157.5,80.0,162.5,400.0,1,259.52,256.23,245.65,53.35,Yes,USA,IL,USAPL,,2023-04-23,USA,IL,,Chicagoland Open,Yes
Tameem Jahan,M,SBD,Raw,25.5,24-34,24-39,MR-O,87.5,90,122.5,97.5,65.0,285.0,2,186.97,184.64,177.19,38.42,Yes,USA,IL,USAPL,,2023-04-23,USA,IL,,Chicagoland Open,Yes
Luke Deuser,M,SBD,Raw,29.5,24-34,24-39,MR-O,94.3,100,292.5,190.0,292.5,775.0,1,489.85,483.7,462.71,100.7,Yes,USA,IL,USAPL,,2023-04-23,USA,IL,,Chicagoland Open,Yes
Michael Wilson,M,SBD,Raw,30.5,24-34,24-39,MR-O,99.2,100,245.0,177.5,267.5,690.0,2,426.19,421.29,402.44,87.5,Yes,USA,IL,USAPL,,2023-04-23,USA,IL,,Chicagoland Open,Yes
Robert Mcinerney,M,SBD,Raw,33.5,24-34,24-39,MR-O,92.6,100,170.0,115.0,210.0,495.0,3,315.6,311.59,298.28,64.89,Yes,USA,IL,USAPL,,2023-04-23,USA,IL,,Chicagoland Open,Yes
Rushi Patel,M,SBD,Raw,24.5,24-34,24-39,MR-O,97.6,100,167.5,102.5,170.0,440.0,4,273.74,270.47,258.46,56.23,Yes,USA,IL,USAPL,,2023-04-23,USA,IL,,Chicagoland Open,Yes
Luis Obispo,M,SBD,Raw,24.5,24-34,24-39,MR-O,105.2,110,190.0,97.5,212.5,500.0,1,301.32,298.58,285.12,61.68,Yes,USA,IL,USAPL,,2023-04-23,USA,IL,,Chicagoland Open,Yes
Melchizedek Levi,M,SBD,Raw,35.5,35-39,24-39,MR-O,115.7,125,155.0,125.0,220.0,500.0,1,290.75,290.06,277.71,59.06,Yes,USA,IL,USAPL,,2023-04-23,USA,IL,,Chicagoland Open,Yes
Bryan Maldonado,M,SBD,Raw,28.5,24-34,24-39,MR-O,137.9,140,227.5,150.0,237.5,615.0,1,338.47,344.46,327.76,67.45,Yes,USA,IL,USAPL,,2023-04-23,USA,IL,,Chicagoland Open,Yes
Andrew Diehl,M,SBD,Raw,24.5,24-34,24-39,MR-O,79.7,82.5,212.5,127.5,240.0,580.0,1,400.83,396.91,382.5,81.96,Yes,USA,IL,USAPL,,2023-04-23,USA,IL,,Chicagoland Open,Yes
Ibnul Jahan,M,SBD,Raw,22.5,20-23,19-23,MR-O,77.3,82.5,150.0,125.0,180.0,455.0,2,320.3,317.62,306.49,65.31,Yes,USA,IL,USAPL,,2023-04-23,USA,IL,,Chicagoland Open,Yes
Carson Allen,M,SBD,Raw,21.5,20-23,19-23,MR-O,82.69,83,262.5,100.0,295.0,657.5,2,444.81,439.86,423.19,91.19,Yes,USA,IL,USAPL,IPF,2019-03-03,USA,OH,Columbus,Arnold Battle of the Regions,Yes
Sarah Cupp,F,SBD,Raw,33.5,24-34,24-39,FR-O,61.6,63,140.0,77.5,137.5,355.0,1,387.11,387.84,342.56,78.82,Yes,USA,IL,USAPL,IPF,2016-07-30,USA,IA,,Iowa State Open,Yes
Stephanie Vasquez,F,SBD,Raw,33.5,24-34,24-39,FR-O,99.8,84+,125.0,70.0,142.5,337.5,3,288.23,281.16,241.6,60.22,Yes,USA,IL,USAPL,IPF,2016-07-30,USA,IA,,Iowa State Open,Yes
Jason Maginness,M,SBD,Raw,31.5,24-34,24-39,MR-O,91.0,,207.5,135.0,265.0,607.5,2,390.65,385.68,369.46,80.32,Yes,USA,IL,USAPL,,2023-04-30,USA,IL,,MetroEast Rookie Novice Showdown,Yes
Joseph Aculado,M,SBD,Raw,26.5,24-34,24-39,MR-O,86.4,,207.5,135.0,237.5,580.0,3,383.04,378.36,363.29,78.68,Yes,USA,IL,USAPL,,2023-04-30,USA,IL,,MetroEast Rookie Novice Showdown,Yes
Nate Collier,M,SBD,Raw,26.5,24-34,24-39,MR-O,154.0,,277.5,172.5,252.5,702.5,4,375.13,387.25,365.09,73.83,Yes,USA,IL,USAPL,,2023-04-30,USA,IL,,MetroEast Rookie Novice Showdown,Yes
Marco Mocchetti,M,SBD,Raw,32.5,24-34,24-39,MR-O,74.9,,157.5,95.0,187.5,440.0,6,315.94,313.82,303.24,64.19,Yes,USA,IL,USAPL,,2023-04-30,USA,IL,,MetroEast Rookie Novice Showdown,Yes
Nicholas Etter,M,SBD,Raw,25.5,24-34,24-39,MR-O,78.6,,135.0,90.0,180.0,405.0,7,282.22,279.63,269.64,57.64,Yes,USA,IL,USAPL,,2023-04-30,USA,IL,,MetroEast Rookie Novice Showdown,Yes
Gozie Nwachukwu,M,SBD,Raw,18.5,18-19,19-23,MR-O,71.55,74,162.5,97.5,205.0,465.0,1,344.09,342.76,331.86,69.47,Yes,USA,IL,USAPL,IPF,2017-02-05,USA,NY,,SBWC Winter Invitational,Yes
Colton Johnson,M,SBD,Raw,22.5,20-23,19-23,MR-O,77.7,82.5,205.0,135.0,242.5,582.5,1,408.76,405.23,390.95,83.39,Yes,USA,IL,USAPL,,2023-10-14,USA,WI,,Jacked O'Lantern Open,Yes
Holly Quinn,F,SBD,Raw,23.5,24-34,24-39,FR-O,48.7,52,97.5,52.5,105.0,255.0,1,325.62,334.13,297.13,68.3,Yes,USA,IL,USAPL,IPF,2021-08-21,USA,WI,,Women Of Power Open,Yes
Sarah Wood,F,SBD,Raw,17.5,18-19,14-18,FR-O,59.5,63,62.5,55.0,137.5,255.0,1,284.18,286.15,252.85,57.98,Yes,USA,IL,USAPL,IPF,2021-08-21,USA,WI,,Women Of Power Open,Yes
Ashley Armstrong #2,F,SBD,Raw,24.5,24-34,24-39,FR-O,62.5,63,107.5,65.0,167.5,340.0,1,367.46,367.36,324.42,74.77,Yes,USA,IL,USAPL,IPF,2017-06-03,USA,MI,,Unreal BarBellum,Yes
Sarah Armstrong,F,SBD,Raw,20.5,20-23,19-23,FR-O,66.7,72,125.0,77.5,170.0,372.5,1,387.24,383.46,338.34,78.68,Yes,USA,IL,USAPL,IPF,2017-06-03,USA,MI,,Unreal BarBellum,Yes
Judy Cabael,F,SBD,Raw,23.0,20-23,19-23,FR-O,47.0,47,95.0,42.5,115.0,252.5,1,330.92,339.59,302.72,69.99,Yes,USA,IL,USAPL,IPF,2018-09-09,USA,IL,,Chicagoland Women's Raw Open,Yes
Palak Patel,F,SBD,Raw,24.5,24-34,24-39,FR-O,56.1,57,85.0,35.0,107.5,227.5,2,263.39,267.3,236.43,54.01,Yes,USA,IL,USAPL,IPF,2018-09-09,USA,IL,,Chicagoland Women's Raw Open,Yes
Olha-Veronika Kurnat,F,SBD,Raw,17.0,16-17,14-18,FR-O,62.2,63,135.0,75.0,160.0,370.0,1,401.06,401.24,354.36,81.63,Yes,USA,IL,USAPL,IPF,2018-09-09,USA,IL,,Chicagoland Women's Raw Open,Yes
Sarah Heinz,F,SBD,Raw,29.0,24-34,24-39,FR-O,59.3,63,107.5,62.5,140.0,310.0,2,346.21,348.78,308.21,70.65,Yes,USA,IL,USAPL,IPF,2018-09-09,USA,IL,,Chicagoland Women's Raw Open,Yes
Nicoletta Straub,F,SBD,Raw,24.5,24-34,24-39,FR-O,62.2,63,105.0,62.5,142.5,310.0,3,336.03,336.18,296.9,68.39,Yes,USA,IL,USAPL,IPF,2018-09-09,USA,IL,,Chicagoland Women's Raw Open,Yes
Michelle Pecucci,F,SBD,Raw,28.0,24-34,24-39,FR-O,61.7,63,107.5,52.5,127.5,287.5,4,313.19,313.7,277.08,63.76,Yes,USA,IL,USAPL,IPF,2018-09-09,USA,IL,,Chicagoland Women's Raw Open,Yes
Kasandra Docken,F,SBD,Raw,30.5,24-34,24-39,FR-O,70.0,72,132.5,75.0,145.0,352.5,1,356.47,350.68,309.12,72.45,Yes,USA,IL,USAPL,IPF,2018-09-09,USA,IL,,Chicagoland Women's Raw Open,Yes
Aleli Hernandez,F,SBD,Raw,38.0,35-39,24-39,FR-O,65.0,72,105.0,60.0,122.5,287.5,2,303.45,301.62,266.23,61.68,Yes,USA,IL,USAPL,IPF,2018-09-09,USA,IL,,Chicagoland Women's Raw Open,Yes
Shebnem Ince,F,SBD,Raw,50.0,50-54,50-59,FR-O,70.9,72,80.0,62.5,107.5,250.0,4,251.02,246.55,217.26,51.03,Yes,USA,IL,USAPL,IPF,2018-09-09,USA,IL,,Chicagoland Women's Raw Open,Yes
Lauren Daniels,F,SBD,Raw,33.5,24-34,24-39,FR-O,70.2,72,42.5,60.0,125.0,227.5,5,229.69,225.88,199.1,46.69,Yes,USA,IL,USAPL,IPF,2018-09-09,USA,IL,,Chicagoland Women's Raw Open,Yes
Amanda Sweeney,F,SBD,Raw,36.5,35-39,24-39,FR-O,80.5,84,130.0,60.0,125.0,315.0,1,295.89,287.24,251.81,60.53,Yes,USA,IL,USAPL,IPF,2018-09-09,USA,IL,,Chicagoland Women's Raw Open,Yes
Heather Faga,F,SBD,Raw,38.5,35-39,24-39,FR-O,89.3,84+,137.5,62.5,147.5,347.5,1,310.88,301.25,262.04,64.16,Yes,USA,IL,USAPL,IPF,2018-09-09,USA,IL,,Chicagoland Women's Raw Open,Yes
Madeline Campbell,F,SBD,Raw,25.0,24-34,24-39,FR-O,85.9,84+,87.5,50.0,102.5,240.0,2,218.53,211.71,184.77,44.94,Yes,USA,IL,USAPL,IPF,2018-09-09,USA,IL,,Chicagoland Women's Raw Open,Yes
Victoria Simmons,F,SBD,Raw,33.5,24-34,24-39,FR-O,80.3,,122.5,70.0,145.0,337.5,2,317.42,308.18,270.21,64.92,Yes,USA,IL,USAPL,,2023-02-05,USA,IL,,Beast of the Metro East,Yes
Shakeel Holman,M,SBD,Raw,30.5,24-34,24-39,MR-O,99.75,,297.5,187.5,267.5,752.5,1,463.68,458.42,437.86,95.18,Yes,USA,IL,USAPL,,2023-02-05,USA,IL,,Beast of the Metro East,Yes
Rafee Akand,M,SBD,Raw,28.5,24-34,24-39,MR-O,81.7,,210.0,132.5,250.0,592.5,3,403.59,399.26,384.34,82.68,Yes,USA,IL,USAPL,,2023-02-05,USA,IL,,Beast of the Metro East,Yes
Jeremy Beckner,M,SBD,Raw,35.0,35-39,24-39,MR-O,109.95,,240.0,175.0,250.0,665.0,4,393.92,391.4,374.08,80.38,Yes,USA,IL,USAPL,,2023-02-05,USA,IL,,Beast of the Metro East,Yes
Blake Rusteberg,M,SBD,Raw,24.5,24-34,24-39,MR-O,96.8,,215.0,137.5,222.5,575.0,5,359.06,354.71,339.03,73.78,Yes,USA,IL,USAPL,,2023-02-05,USA,IL,,Beast of the Metro East,Yes
Brian Lupa,M,SBD,Raw,32.5,24-34,24-39,MR-O,87.0,,197.5,107.5,230.0,535.0,7,352.03,347.69,333.73,72.33,Yes,USA,IL,USAPL,,2023-02-05,USA,IL,,Beast of the Metro East,Yes
Ezekiel Hobbie,M,SBD,Raw,33.5,24-34,24-39,MR-O,95.7,,212.5,140.0,202.5,555.0,8,348.39,344.09,329.0,71.6,Yes,USA,IL,USAPL,,2023-02-05,USA,IL,,Beast of the Metro East,Yes
Paul Brantner,M,SBD,Raw,33.5,24-34,24-39,MR-O,97.8,,180.0,145.0,192.5,517.5,9,321.66,317.84,303.71,66.07,Yes,USA,IL,USAPL,,2023-02-05,USA,IL,,Beast of the Metro East,Yes
Trey Koenig,M,SBD,Raw,30.0,24-34,24-39,MR-O,105.2,,297.5,185.0,305.0,787.5,18,474.57,470.26,449.06,97.14,Yes,USA,IL,USAPL,,2023-11-04,USA,FL,,Olympia International Pro Qualifier,Yes
Eric Wright,M,SBD,Raw,28.5,24-34,24-39,MR-O,88.53,93,185.0,145.0,255.0,585.0,2,381.45,376.65,361.25,78.41,Yes,USA,IL,USAPL,IPF,2020-02-01,USA,FL,,3rd Annual Southwest Florida Open Championships,Yes
Bram Lebovitz,M,SBD,Raw,20.5,20-23,19-23,MR-O,82.2,82.5,227.5,120.0,280.0,627.5,1,425.94,421.29,405.43,87.29,Yes,USA,IL,USAPL,,2023-10-21,USA,CA,,The Nightmare Before Liftmas,Yes
Kathy Mattoon,F,SBD,Raw,32.5,24-34,24-39,FR-O,61.8,63,132.5,62.5,137.5,332.5,1,361.85,362.36,320.04,73.67,Yes,USA,IL,USAPL,IPF,2019-12-14,USA,WI,,PF Series Final Meet 6,Yes
Liz Moon,F,SBD,Raw,34.5,24-34,24-39,FR-O,60.4,63,85.0,57.5,117.5,260.0,2,287.02,288.38,254.78,58.5,Yes,USA,IL,USAPL,IPF,2019-12-14,USA,WI,,PF Series Final Meet 6,Yes
Claudia Davila,F,SBD,Raw,30.0,24-34,24-39,FR-O,67.3,72,102.5,60.0,137.5,300.0,2,310.25,306.84,270.69,63.04,Yes,USA,IL,USAPL,IPF,2019-12-14,USA,WI,,PF Series Final Meet 6,Yes
Elizabeth Hardner,F,SBD,Raw,18.5,18-19,19-23,FR-O,65.3,72,75.0,42.5,82.5,200.0,4,210.52,209.11,184.56,42.79,Yes,USA,IL,USAPL,IPF,2019-12-14,USA,WI,,PF Series Final Meet 6,Yes
Thomas O'Donnell,M,SBD,Raw,18.5,18-19,19-23,MR-O,73.05,74,195.0,125.0,240.0,560.0,1,408.69,406.56,393.28,82.77,Yes,USA,IL,USAPL,IPF,2019-12-14,USA,WI,,PF Series Final Meet 6,Yes
Chad Heyer,M,SBD,Raw,26.5,24-34,24-39,MR-O,104.3,105,205.0,145.0,255.0,605.0,1,365.86,362.38,346.02,74.93,Yes,USA,IL,USAPL,IPF,2019-12-14,USA,WI,,PF Series Final Meet 6,Yes
Christina Lazo,F,SBD,Raw,35.0,35-39,24-39,FR-O,57.65,60,162.5,87.5,172.5,422.5,1,480.49,485.93,429.6,98.27,Yes,USA,IL,USAPL,,2023-01-29,USA,MO,,Legacy Series Finals,Yes
Lance Groat,M,SBD,Raw,47.5,45-49,40-49,MR-O,104.2,105,172.5,137.5,215.0,525.0,4,317.61,314.57,300.37,65.05,Yes,USA,IL,USAPL,IPF,2017-05-06,USA,WI,,Milwaukee Open,Yes
Judd Gatbonton,M,SBD,Raw,29.5,24-34,24-39,MR-O,88.3,90,192.5,112.5,195.0,500.0,6,326.46,322.37,309.22,67.1,Yes,USA,IL,USAPL,,2024-03-02,USA,CA,,STS Shamrock Showcase,Yes
Noah Jefferson,M,SBD,Raw,20.0,20-23,19-23,MR-O,92.1,93,180.0,125.0,210.0,515.0,4,329.22,325.03,311.21,67.69,Yes,USA,IL,USAPL,IPF,2021-05-01,USA,WI,,Eau Claire Open,Yes
Thomas Dehn,M,SBD,Raw,21.5,20-23,19-23,MR-O,51.9,59,117.5,72.5,170.0,360.0,1,345.43,353.97,348.64,63.82,Yes,USA,IL,USAPL,IPF,2017-03-19,USA,IL,,Men's Chicagoland Raw Open,Yes
Jacob Tyrawa,M,SBD,Raw,19.5,20-23,19-23,MR-O,65.7,66,160.0,92.5,175.0,427.5,1,336.09,336.93,327.47,66.8,Yes,USA,IL,USAPL,IPF,2017-03-19,USA,IL,,Men's Chicagoland Raw Open,Yes
Francisco Silva,M,SBD,Raw,21.5,20-23,19-23,MR-O,72.2,74,172.5,132.5,225.0,530.0,1,389.81,388.07,375.58,78.81,Yes,USA,IL,USAPL,IPF,2017-03-19,USA,IL,,Men's Chicagoland Raw Open,Yes
Simeon Miranda,M,SBD,Raw,26.5,24-34,24-39,MR-O,72.9,74,160.0,95.0,192.5,447.5,2,327.03,325.37,314.76,66.21,Yes,USA,IL,USAPL,IPF,2017-03-19,USA,IL,,Men's Chicagoland Raw Open,Yes
Yoon Tae Chang,M,SBD,Raw,30.5,24-34,24-39,MR-O,71.3,74,152.5,102.5,175.0,430.0,3,318.95,317.79,307.73,64.36,Yes,USA,IL,USAPL,IPF,2017-03-19,USA,IL,,Men's Chicagoland Raw Open,Yes
Leo Kim,M,SBD,Raw,26.5,24-34,24-39,MR-O,81.4,83,230.0,152.5,272.5,655.0,2,447.11,442.37,425.91,91.57,Yes,USA,IL,USAPL,IPF,2017-03-19,USA,IL,,Men's Chicagoland Raw Open,Yes
Carson Allen,M,SBD,Raw,19.5,20-23,19-23,MR-O,82.4,83,245.0,142.5,265.0,652.5,3,442.3,437.43,420.92,90.66,Yes,USA,IL,USAPL,IPF,2017-03-19,USA,IL,,Men's Chicagoland Raw Open,Yes
Adam Marek,M,SBD,Raw,29.5,24-34,24-39,MR-O,80.9,83,210.0,117.5,227.5,555.0,5,380.2,376.26,362.36,77.83,Yes,USA,IL,USAPL,IPF,2017-03-19,USA,IL,,Men's Chicagoland Raw Open,Yes
David Hernandez,M,SBD,Raw,36.5,35-39,24-39,MR-O,82.5,83,165.0,132.5,182.5,480.0,6,325.15,321.56,309.4,66.65,Yes,USA,IL,USAPL,IPF,2017-03-19,USA,IL,,Men's Chicagoland Raw Open,Yes
Michael McNally,M,SBD,Raw,28.5,24-34,24-39,MR-O,81.7,83,152.5,87.5,200.0,440.0,7,299.71,296.5,285.42,61.4,Yes,USA,IL,USAPL,IPF,2017-03-19,USA,IL,,Men's Chicagoland Raw Open,Yes
Joe Keany,M,SBD,Raw,29.5,24-34,24-39,MR-O,81.9,83,140.0,102.5,187.5,430.0,8,292.49,289.33,278.48,59.93,Yes,USA,IL,USAPL,IPF,2017-03-19,USA,IL,,Men's Chicagoland Raw Open,Yes
Michael Nguyen #6,M,SBD,Raw,32.5,24-34,24-39,MR-O,91.7,93,220.0,160.0,272.5,652.5,1,418.0,412.68,395.2,85.95,Yes,USA,IL,USAPL,IPF,2017-03-19,USA,IL,,Men's Chicagoland Raw Open,Yes
Benjamine Postone,M,SBD,Raw,23.5,24-34,24-39,MR-O,89.8,93,210.0,127.5,240.0,577.5,4,373.83,369.09,353.77,76.86,Yes,USA,IL,USAPL,IPF,2017-03-19,USA,IL,,Men's Chicagoland Raw Open,Yes
Mike Porters,M,SBD,Raw,29.5,24-34,24-39,MR-O,90.9,93,215.0,130.0,232.5,577.5,5,371.56,366.83,351.42,76.4,Yes,USA,IL,USAPL,IPF,2017-03-19,USA,IL,,Men's Chicagoland Raw Open,Yes
David Bertone,M,SBD,Raw,27.5,24-34,24-39,MR-O,89.4,93,195.0,140.0,220.0,555.0,6,360.08,355.52,340.83,74.03,Yes,USA,IL,USAPL,IPF,2017-03-19,USA,IL,,Men's Chicagoland Raw Open,Yes
Dan Ehle,M,SBD,Raw,30.5,24-34,24-39,MR-O,90.0,93,182.5,132.5,237.5,552.5,7,357.25,352.71,338.04,73.45,Yes,USA,IL,USAPL,IPF,2017-03-19,USA,IL,,Men's Chicagoland Raw Open,Yes
Patrick Keavy,M,SBD,Raw,34.5,24-34,24-39,MR-O,90.5,93,205.0,112.5,232.5,550.0,8,354.64,350.13,335.49,72.92,Yes,USA,IL,USAPL,IPF,2017-03-19,USA,IL,,Men's Chicagoland Raw Open,Yes
Mark Foster #1,M,SBD,Raw,35.5,35-39,24-39,MR-O,88.6,93,187.5,120.0,237.5,545.0,9,355.22,350.75,336.4,73.02,Yes,USA,IL,USAPL,IPF,2017-03-19,USA,IL,,Men's Chicagoland Raw Open,Yes
James Farn,M,SBD,Raw,32.0,24-34,24-39,MR-O,92.0,93,185.0,117.5,215.0,517.5,10,330.99,326.78,312.9,68.06,Yes,USA,IL,USAPL,IPF,2017-03-19,USA,IL,,Men's Chicagoland Raw Open,Yes
Nick Miceli,M,SBD,Raw,37.5,35-39,24-39,MR-O,84.0,93,157.5,130.0,192.5,480.0,11,321.89,318.16,305.88,66.04,Yes,USA,IL,USAPL,IPF,2017-03-19,USA,IL,,Men's Chicagoland Raw Open,Yes
Alan Tseng,M,SBD,Raw,31.5,24-34,24-39,MR-O,88.9,93,160.0,110.0,202.5,472.5,12,307.43,303.56,291.09,63.2,Yes,USA,IL,USAPL,IPF,2017-03-19,USA,IL,,Men's Chicagoland Raw Open,Yes
Cort Severns,M,SBD,Raw,35.5,35-39,24-39,MR-O,99.3,105,247.5,165.0,302.5,715.0,1,441.44,436.38,416.84,90.63,Yes,USA,IL,USAPL,IPF,2017-03-19,USA,IL,,Men's Chicagoland Raw Open,Yes
Sean Carbarero,M,SBD,Raw,28.5,24-34,24-39,MR-O,103.5,105,215.0,140.0,265.0,620.0,2,376.12,372.4,355.58,77.06,Yes,USA,IL,USAPL,IPF,2017-03-19,USA,IL,,Men's Chicagoland Raw Open,Yes
Stephaun Mosley,M,SBD,Raw,33.5,24-34,24-39,MR-O,96.4,105,215.0,150.0,245.0,610.0,3,381.64,376.98,360.36,78.42,Yes,USA,IL,USAPL,IPF,2017-03-19,USA,IL,,Men's Chicagoland Raw Open,Yes
Richard Tan,M,SBD,Raw,36.0,35-39,24-39,MR-O,111.6,120,237.5,200.0,250.0,687.5,1,405.0,402.84,385.19,82.54,Yes,USA,IL,USAPL,IPF,2017-03-19,USA,IL,,Men's Chicagoland Raw Open,Yes
Jeremy Miller,M,SBD,Raw,33.5,24-34,24-39,MR-O,108.4,120,230.0,157.5,250.0,637.5,2,379.68,376.89,360.07,77.56,Yes,USA,IL,USAPL,IPF,2017-03-19,USA,IL,,Men's Chicagoland Raw Open,Yes
Jeremy Miller,M,SBD,Raw,33.5,24-34,24-39,MR-O,108.4,120,230.0,157.5,250.0,637.5,3,379.68,376.89,360.07,77.56,Yes,USA,IL,USAPL,IPF,2017-03-19,USA,IL,,Men's Chicagoland Raw Open,Yes
