Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Kristine Phommaviseth,F,SBD,Raw,23.5,24-34,24-39,FR-O,54.6,57,90.0,42.5,137.5,270.0,1,318.3,324.05,286.8,65.48,Yes,USA,IL,USAPL,IPF,2021-11-07,USA,IL,,Illinois Novice,Yes
Eliza Zarebski,F,SBD,Raw,18.5,18-19,19-23,FR-O,56.35,57,72.5,50.0,97.5,220.0,2,253.96,257.59,227.82,52.05,Yes,USA,IL,USAPL,IPF,2021-11-07,USA,IL,,Illinois Novice,Yes
Paige Skrele,F,SBD,Raw,24.5,24-34,24-39,FR-O,60.85,63,137.5,67.5,132.5,337.5,1,370.84,372.21,328.8,75.56,Yes,USA,IL,USAPL,IPF,2021-11-07,USA,IL,,Illinois Novice,Yes
Emily Harries,F,SBD,Raw,30.0,24-34,24-39,FR-O,62.15,63,95.0,45.0,105.0,245.0,3,265.7,265.85,234.79,54.08,Yes,USA,IL,USAPL,IPF,2021-11-07,USA,IL,,Illinois Novice,Yes
Logyn Frapolly,F,SBD,Raw,16.5,16-17,14-18,FR-O,75.1,76,150.0,75.0,175.0,400.0,1,389.32,379.94,334.2,79.31,Yes,USA,IL,USAPL,IPF,2021-11-07,USA,IL,,Illinois Novice,Yes
Jenna Demas,F,SBD,Raw,18.0,18-19,14-18,FR-O,75.8,76,112.5,60.0,140.0,312.5,2,302.67,295.13,259.5,61.69,Yes,USA,IL,USAPL,IPF,2021-11-07,USA,IL,,Illinois Novice,Yes
Brittney Gerrish,F,SBD,Raw,38.0,35-39,24-39,FR-O,83.7,84,85.0,52.5,120.0,257.5,1,237.34,230.04,201.16,48.7,Yes,USA,IL,USAPL,IPF,2021-11-07,USA,IL,,Illinois Novice,Yes
Jenny Gambaro,F,SBD,Raw,29.5,24-34,24-39,FR-O,85.3,84+,117.5,80.0,137.5,335.0,2,306.03,296.49,258.91,62.89,Yes,USA,IL,USAPL,IPF,2021-11-07,USA,IL,,Illinois Novice,Yes
Khoi Nguyen,M,SBD,Raw,18.5,18-19,19-23,MR-O,54.8,59,115.0,57.5,102.5,275.0,1,250.93,255.76,251.09,47.34,Yes,USA,IL,USAPL,IPF,2021-11-07,USA,IL,,Illinois Novice,Yes
Dakota Zucker,M,SBD,Raw,27.0,24-34,24-39,MR-O,65.8,66,172.5,117.5,187.5,477.5,1,374.98,375.87,365.29,74.55,Yes,USA,IL,USAPL,IPF,2021-11-07,USA,IL,,Illinois Novice,Yes
Jonathan Almazan,M,SBD,Raw,27.5,24-34,24-39,MR-O,65.2,66,160.0,107.5,192.5,460.0,2,363.72,364.85,354.74,72.17,Yes,USA,IL,USAPL,IPF,2021-11-07,USA,IL,,Illinois Novice,Yes
Daniel Cha,M,SBD,Raw,17.5,18-19,14-18,MR-O,65.6,66,170.0,102.5,180.0,452.5,3,356.15,357.09,347.09,70.76,Yes,USA,IL,USAPL,IPF,2021-11-07,USA,IL,,Illinois Novice,Yes
Arvid Haque,M,SBD,Raw,24.5,24-34,24-39,MR-O,73.2,74,165.0,105.0,205.0,475.0,2,346.19,344.34,333.06,70.13,Yes,USA,IL,USAPL,IPF,2021-11-07,USA,IL,,Illinois Novice,Yes
James McArthur,M,SBD,Raw,19.0,18-19,19-23,MR-O,72.2,74,155.0,127.5,180.0,462.5,3,340.16,338.65,327.75,68.77,Yes,USA,IL,USAPL,IPF,2021-11-07,USA,IL,,Illinois Novice,Yes
Giao Nguyen,M,SBD,Raw,24.5,24-34,24-39,MR-O,73.6,74,140.0,92.5,200.0,432.5,5,314.09,312.31,302.01,63.67,Yes,USA,IL,USAPL,IPF,2021-11-07,USA,IL,,Illinois Novice,Yes
Ryan Ondrula,M,SBD,Raw,21.5,20-23,19-23,MR-O,80.8,83,190.0,120.0,242.5,552.5,1,378.76,374.85,361.02,77.53,Yes,USA,IL,USAPL,IPF,2021-11-07,USA,IL,,Illinois Novice,Yes
Andrew Diehl,M,SBD,Raw,22.5,20-23,19-23,MR-O,80.3,83,190.0,110.0,217.5,517.5,2,356.06,352.47,339.56,72.85,Yes,USA,IL,USAPL,IPF,2021-11-07,USA,IL,,Illinois Novice,Yes
Jacob Marcus,M,SBD,Raw,20.5,20-23,19-23,MR-O,79.4,83,182.5,115.0,205.0,502.5,3,348.05,344.7,332.24,71.14,Yes,USA,IL,USAPL,IPF,2021-11-07,USA,IL,,Illinois Novice,Yes
Joseph Ramos,M,SBD,Raw,38.5,35-39,24-39,MR-O,80.1,83,160.0,95.0,180.0,435.0,4,299.73,296.74,285.9,61.31,Yes,USA,IL,USAPL,IPF,2021-11-07,USA,IL,,Illinois Novice,Yes
Quinn Farrell,M,SBD,Raw,21.5,20-23,19-23,MR-O,90.9,93,210.0,137.5,260.0,607.5,1,390.86,385.89,369.68,80.37,Yes,USA,IL,USAPL,IPF,2021-11-07,USA,IL,,Illinois Novice,Yes
Brian Jerszynski,M,SBD,Raw,39.5,35-39,40-49,MR-O,91.0,93,210.0,147.5,242.5,600.0,2,385.82,380.91,364.9,79.33,Yes,USA,IL,USAPL,IPF,2021-11-07,USA,IL,,Illinois Novice,Yes
Philip An,M,SBD,Raw,17.5,18-19,14-18,MR-O,91.0,93,230.0,125.0,235.0,590.0,3,379.39,374.57,358.81,78.01,Yes,USA,IL,USAPL,IPF,2021-11-07,USA,IL,,Illinois Novice,Yes
Eugene Villamater,M,SBD,Raw,26.5,24-34,24-39,MR-O,91.6,93,182.5,110.0,182.5,475.0,4,304.46,300.58,287.86,62.6,Yes,USA,IL,USAPL,IPF,2021-11-07,USA,IL,,Illinois Novice,Yes
Adan Reyes,M,SBD,Raw,19.5,20-23,19-23,MR-O,90.9,93,182.5,105.0,172.5,460.0,5,295.96,292.19,279.92,60.85,Yes,USA,IL,USAPL,IPF,2021-11-07,USA,IL,,Illinois Novice,Yes
Matthew Assimos,M,SBD,Raw,23.5,24-34,24-39,MR-O,95.7,105,210.0,125.0,232.5,567.5,2,356.24,351.84,336.41,73.22,Yes,USA,IL,USAPL,IPF,2021-11-07,USA,IL,,Illinois Novice,Yes
Jay Brown,M,SBD,Raw,39.5,35-39,40-49,MR-O,104.5,105,205.0,132.5,230.0,567.5,3,342.92,339.68,324.36,70.22,Yes,USA,IL,USAPL,IPF,2021-11-07,USA,IL,,Illinois Novice,Yes
Irfaan Khalid,M,SBD,Raw,24.0,24-34,24-39,MR-O,97.5,105,165.0,90.0,162.5,417.5,4,259.86,256.75,245.36,53.38,Yes,USA,IL,USAPL,IPF,2021-11-07,USA,IL,,Illinois Novice,Yes
Sarfraz Sherali,M,SBD,Raw,21.5,20-23,19-23,MR-O,119.1,120,170.0,117.5,212.5,500.0,2,287.88,287.97,275.93,58.31,Yes,USA,IL,USAPL,IPF,2021-11-07,USA,IL,,Illinois Novice,Yes
Alonso Rodriguez,M,SBD,Raw,23.5,24-34,24-39,MR-O,77.6,82.5,222.5,135.0,242.5,600.0,3,421.37,417.76,403.06,85.95,Yes,USA,IL,USAPL,,2023-11-04,USA,WI,,Gainsgiving Open,Yes
Amanda Berggren,F,SBD,Raw,32.5,24-34,24-39,FR-O,75.31,76,160.0,92.5,175.0,427.5,8,415.47,405.35,356.51,84.65,Yes,USA,IL,USAPL,IPF,2021-06-14,USA,FL,Daytona Beach,Raw Nationals,Yes
Sterling Walker,M,SBD,Raw,29.5,24-34,24-39,MR-O,58.46,59,185.0,117.5,227.5,530.0,5,457.12,463.03,452.82,88.13,Yes,USA,IL,USAPL,IPF,2021-06-14,USA,FL,Daytona Beach,Raw Nationals,Yes
Angelo Fortino,M,SBD,Raw,27.5,24-34,24-39,MR-O,82.22,83,297.5,165.0,345.5,808.0,3,548.39,542.39,521.97,112.38,Yes,USA,IL,USAPL,IPF,2021-06-14,USA,FL,Daytona Beach,Raw Nationals,Yes
Aidan Roeder,M,SBD,Raw,19.5,20-23,19-23,MR-O,82.98,83,275.0,160.0,302.5,737.5,11,497.94,492.35,473.61,102.1,Yes,USA,IL,USAPL,IPF,2021-06-14,USA,FL,Daytona Beach,Raw Nationals,Yes
Cameron Smith #2,M,SBD,Raw,32.0,24-34,24-39,MR-O,92.46,93,295.0,225.0,332.5,852.5,3,543.93,537.02,514.1,111.84,Yes,USA,IL,USAPL,IPF,2021-06-14,USA,FL,Daytona Beach,Raw Nationals,Yes
Darion Owens,M,SBD,Raw,25.5,24-34,24-39,MR-O,87.6,90,167.5,110.0,242.5,520.0,1,340.93,336.69,323.07,70.06,Yes,USA,IL,USAPL,,2023-12-09,USA,TX,,Kilo Showdown II,Yes
Rachel Zaborowski,F,SBD,Raw,28.5,24-34,24-39,FR-O,77.0,84,107.5,57.5,142.5,307.5,4,295.41,287.65,252.75,60.26,Yes,USA,IL,USAPL,IPF,2016-04-02,USA,IN,,Southern Indiana Spring Classic,Yes
Mallory Brown,F,SBD,Raw,24.0,24-34,24-39,FR-O,50.7,52,120.0,60.0,152.5,332.5,1,412.54,422.65,375.04,85.84,Yes,USA,IL,USAPL,IPF,2018-01-28,USA,IL,,Illinois Womens Raw Open,Yes
Kim Greenstein,F,SBD,Raw,39.5,35-39,40-49,FR-O,51.7,52,115.0,60.0,130.0,305.0,2,373.27,381.93,338.62,77.4,Yes,USA,IL,USAPL,IPF,2018-01-28,USA,IL,,Illinois Womens Raw Open,Yes
Allison Mecher,F,SBD,Raw,33.5,24-34,24-39,FR-O,51.1,52,80.0,42.5,105.0,227.5,3,280.7,287.45,254.98,58.32,Yes,USA,IL,USAPL,IPF,2018-01-28,USA,IL,,Illinois Womens Raw Open,Yes
Lisa Miller #1,F,SBD,Raw,23.5,24-34,24-39,FR-O,47.9,52,72.5,45.0,90.0,207.5,4,268.18,275.24,245.02,56.46,Yes,USA,IL,USAPL,IPF,2018-01-28,USA,IL,,Illinois Womens Raw Open,Yes
Madeleine Forberg,F,SBD,Raw,20.0,20-23,19-23,FR-O,55.3,57,132.5,77.5,145.0,355.0,1,414.94,421.83,373.23,85.23,Yes,USA,IL,USAPL,IPF,2018-01-28,USA,IL,,Illinois Womens Raw Open,Yes
Ariana Tello,F,SBD,Raw,25.5,24-34,24-39,FR-O,54.5,57,127.5,70.0,137.5,335.0,2,395.41,402.64,356.37,81.36,Yes,USA,IL,USAPL,IPF,2018-01-28,USA,IL,,Illinois Womens Raw Open,Yes
Taylor Roberts #2,F,SBD,Raw,31.5,24-34,24-39,FR-O,57.0,57,102.5,62.5,140.0,305.0,3,349.44,353.92,312.95,71.54,Yes,USA,IL,USAPL,IPF,2018-01-28,USA,IL,,Illinois Womens Raw Open,Yes
Lisbet Salinas,F,SBD,Raw,29.0,24-34,24-39,FR-O,55.5,57,100.0,62.5,112.5,275.0,4,320.66,325.85,288.28,65.83,Yes,USA,IL,USAPL,IPF,2018-01-28,USA,IL,,Illinois Womens Raw Open,Yes
Brenna Hunsinger,F,SBD,Raw,32.5,24-34,24-39,FR-O,56.6,57,92.5,57.5,112.5,262.5,5,302.14,306.29,270.87,61.9,Yes,USA,IL,USAPL,IPF,2018-01-28,USA,IL,,Illinois Womens Raw Open,Yes
Heather Hamilton #2,F,SBD,Raw,30.0,24-34,24-39,FR-O,58.2,63,130.0,70.0,137.5,337.5,2,381.48,385.3,340.58,77.96,Yes,USA,IL,USAPL,IPF,2018-01-28,USA,IL,,Illinois Womens Raw Open,Yes
MaryAnn Marcos,F,SBD,Raw,28.5,24-34,24-39,FR-O,59.8,63,120.0,52.5,152.5,325.0,3,361.04,363.28,320.99,73.63,Yes,USA,IL,USAPL,IPF,2018-01-28,USA,IL,,Illinois Womens Raw Open,Yes
Yesenia Bucio,F,SBD,Raw,27.5,24-34,24-39,FR-O,62.4,63,110.0,67.5,142.5,320.0,5,346.18,346.17,305.71,70.45,Yes,USA,IL,USAPL,IPF,2018-01-28,USA,IL,,Illinois Womens Raw Open,Yes
Ashley Peterson,F,SBD,Raw,31.5,24-34,24-39,FR-O,61.1,63,95.0,60.0,125.0,280.0,7,306.88,307.82,271.91,62.51,Yes,USA,IL,USAPL,IPF,2018-01-28,USA,IL,,Illinois Womens Raw Open,Yes
Griselda Cruz,F,SBD,Raw,32.5,24-34,24-39,FR-O,62.3,63,95.0,45.0,100.0,240.0,9,259.89,259.95,229.57,52.89,Yes,USA,IL,USAPL,IPF,2018-01-28,USA,IL,,Illinois Womens Raw Open,Yes
Liz Thompson,F,SBD,Raw,32.5,24-34,24-39,FR-O,70.8,72,137.5,70.0,165.0,372.5,1,374.31,367.71,324.04,76.1,Yes,USA,IL,USAPL,IPF,2018-01-28,USA,IL,,Illinois Womens Raw Open,Yes
Kristi Southerland,F,SBD,Raw,31.0,24-34,24-39,FR-O,67.9,72,137.5,80.0,140.0,357.5,2,367.83,363.33,320.48,74.74,Yes,USA,IL,USAPL,IPF,2018-01-28,USA,IL,,Illinois Womens Raw Open,Yes
Stefanie Wagner,F,SBD,Raw,31.5,24-34,24-39,FR-O,68.9,72,115.0,62.5,155.0,332.5,3,339.26,334.45,294.92,68.94,Yes,USA,IL,USAPL,IPF,2018-01-28,USA,IL,,Illinois Womens Raw Open,Yes
Danielle Campbell,F,SBD,Raw,27.5,24-34,24-39,FR-O,69.3,72,110.0,57.5,135.0,302.5,4,307.64,303.04,267.19,62.52,Yes,USA,IL,USAPL,IPF,2018-01-28,USA,IL,,Illinois Womens Raw Open,Yes
Felicia Huettemann,F,SBD,Raw,25.5,24-34,24-39,FR-O,65.9,72,95.0,57.5,122.5,275.0,5,287.91,285.59,252.03,58.51,Yes,USA,IL,USAPL,IPF,2018-01-28,USA,IL,,Illinois Womens Raw Open,Yes
Sarah Hornbeck,F,SBD,Raw,27.5,24-34,24-39,FR-O,67.9,72,95.0,52.5,125.0,272.5,6,280.37,276.95,244.28,56.97,Yes,USA,IL,USAPL,IPF,2018-01-28,USA,IL,,Illinois Womens Raw Open,Yes
Kate Lorber-Crittenden,F,SBD,Raw,34.5,24-34,24-39,FR-O,71.4,72,100.0,50.0,120.0,270.0,7,270.05,265.01,233.49,54.91,Yes,USA,IL,USAPL,IPF,2018-01-28,USA,IL,,Illinois Womens Raw Open,Yes
Jamillia Greene,F,SBD,Raw,34.5,24-34,24-39,FR-O,70.3,72,80.0,55.0,107.5,242.5,8,244.64,240.54,212.01,49.73,Yes,USA,IL,USAPL,IPF,2018-01-28,USA,IL,,Illinois Womens Raw Open,Yes
Adrienne Thomas,F,SBD,Raw,25.5,24-34,24-39,FR-O,77.0,84,155.0,72.5,187.5,415.0,1,398.68,388.21,341.11,81.32,Yes,USA,IL,USAPL,IPF,2018-01-28,USA,IL,,Illinois Womens Raw Open,Yes
Latrice Haynes,F,SBD,Raw,38.5,35-39,24-39,FR-O,78.0,84,125.0,82.5,157.5,365.0,3,348.34,338.84,297.55,71.11,Yes,USA,IL,USAPL,IPF,2018-01-28,USA,IL,,Illinois Womens Raw Open,Yes
Emily Wilson,F,SBD,Raw,29.5,24-34,24-39,FR-O,78.8,84,112.5,70.0,135.0,317.5,4,301.44,293.01,257.17,61.57,Yes,USA,IL,USAPL,IPF,2018-01-28,USA,IL,,Illinois Womens Raw Open,Yes
Amanda Sweeney,F,SBD,Raw,36.5,35-39,24-39,FR-O,80.3,84,115.0,52.5,132.5,300.0,5,282.15,273.93,240.18,57.71,Yes,USA,IL,USAPL,IPF,2018-01-28,USA,IL,,Illinois Womens Raw Open,Yes
Jennifer Dahl,F,SBD,Raw,35.5,35-39,24-39,FR-O,80.0,84,102.5,52.5,120.0,275.0,6,259.12,251.63,220.67,52.98,Yes,USA,IL,USAPL,IPF,2018-01-28,USA,IL,,Illinois Womens Raw Open,Yes
Jessica Springer,F,SBD,Raw,36.5,35-39,24-39,FR-O,102.6,84+,167.5,127.5,205.0,500.0,1,422.51,413.31,353.89,88.58,Yes,USA,IL,USAPL,IPF,2018-01-28,USA,IL,,Illinois Womens Raw Open,Yes
Rachel Pederson,F,SBD,Raw,32.0,24-34,24-39,FR-O,85.3,84+,132.5,70.0,172.5,375.0,2,342.57,331.9,289.83,70.4,Yes,USA,IL,USAPL,IPF,2018-01-28,USA,IL,,Illinois Womens Raw Open,Yes
Stephanie Solari,F,SBD,Raw,30.5,24-34,24-39,FR-O,106.8,84+,115.0,65.0,140.0,320.0,3,266.48,261.89,223.14,56.14,Yes,USA,IL,USAPL,IPF,2018-01-28,USA,IL,,Illinois Womens Raw Open,Yes
Katherine Buitrago,F,SBD,Raw,30.0,24-34,24-39,FR-O,86.8,84+,75.0,45.0,105.0,225.0,4,203.89,197.51,172.24,41.97,Yes,USA,IL,USAPL,IPF,2018-01-28,USA,IL,,Illinois Womens Raw Open,Yes
Ryan LaVizzo,M,SBD,Raw,31.0,24-34,24-39,MR-O,119.4,120,260.0,152.5,365.0,777.5,1,447.27,447.53,428.83,90.58,Yes,USA,IL,USAPL,IPF,2021-05-29,USA,OH,,Ohio Open & State Championship,Yes
Cristobal Gonzalez,M,SBD,Raw,22.0,20-23,19-23,MR-O,109.3,110,230.0,137.5,235.0,602.5,2,357.7,355.27,339.49,73.02,Yes,USA,IL,USAPL,,2023-11-11,USA,MI,,Strong Enough,Yes
Annie Weeden,F,SBD,Raw,25.0,24-34,24-39,FR-O,67.8,69,125.0,77.5,155.0,357.5,2,368.14,363.72,320.82,74.8,Yes,USA,IL,USAPL,,2021-11-20,USA,WI,,Gainsgiving Open,Yes
Yvonne Arceo,F,SBD,Raw,28.5,24-34,24-39,FR-O,75.4,76,107.5,52.5,117.5,277.5,2,269.52,262.93,231.24,54.92,Yes,USA,IL,USAPL,,2021-11-20,USA,WI,,Gainsgiving Open,Yes
Allyce Torres,F,SBD,Raw,29.5,24-34,24-39,FR-O,83.6,84,115.0,55.0,140.0,310.0,4,285.9,277.1,242.34,58.65,Yes,USA,IL,USAPL,,2021-11-20,USA,WI,,Gainsgiving Open,Yes
Hector Hernandez,M,SBD,Raw,18.5,18-19,19-23,MR-O,88.1,93,237.5,125.0,270.0,632.5,4,413.46,408.29,391.67,84.98,Yes,USA,IL,USAPL,,2021-11-20,USA,WI,,Gainsgiving Open,Yes
Ulysess Araujo,M,SBD,Raw,22.5,20-23,19-23,MR-O,85.9,93,200.0,127.5,247.5,575.0,5,380.92,376.31,361.41,78.23,Yes,USA,IL,USAPL,,2021-11-20,USA,WI,,Gainsgiving Open,Yes
Jorge Pozo,M,SBD,Raw,29.0,24-34,24-39,MR-O,92.0,93,190.0,152.5,225.0,567.5,6,362.97,358.35,343.13,74.63,Yes,USA,IL,USAPL,,2021-11-20,USA,WI,,Gainsgiving Open,Yes
Luciano Miceli,M,SBD,Raw,16.5,16-17,14-18,MR-O,87.8,93,172.5,112.5,185.0,470.0,13,307.78,303.94,291.62,63.25,Yes,USA,IL,USAPL,,2021-11-20,USA,WI,,Gainsgiving Open,Yes
Jacob Juska,M,SBD,Raw,21.0,20-23,19-23,MR-O,104.2,105,285.0,182.5,280.0,747.5,1,452.21,447.88,427.67,92.62,Yes,USA,IL,USAPL,,2021-11-20,USA,WI,,Gainsgiving Open,Yes
Javier Ortiz #2,M,SBD,Raw,20.5,20-23,19-23,MR-O,100.7,105,247.5,155.0,237.5,640.0,3,392.75,388.42,370.95,80.58,Yes,USA,IL,USAPL,,2021-11-20,USA,WI,,Gainsgiving Open,Yes
Johan Boyo,M,SBD,Raw,20.5,20-23,19-23,MR-O,103.8,105,200.0,125.0,250.0,575.0,5,348.4,345.0,329.43,71.37,Yes,USA,IL,USAPL,,2021-11-20,USA,WI,,Gainsgiving Open,Yes
Colin McCaleb,M,SBD,Raw,30.5,24-34,24-39,MR-O,103.5,105,207.5,115.0,215.0,537.5,6,326.07,322.84,308.27,66.81,Yes,USA,IL,USAPL,,2021-11-20,USA,WI,,Gainsgiving Open,Yes
William Coyne,M,SBD,Raw,30.5,24-34,24-39,MR-O,109.2,120,225.0,162.5,260.0,647.5,3,384.55,381.91,364.94,78.51,Yes,USA,IL,USAPL,,2021-11-20,USA,WI,,Gainsgiving Open,Yes
Alan Johansen,M,SBD,Raw,23.5,24-34,24-39,MR-O,124.3,120+,260.0,160.0,325.0,745.0,1,422.99,425.02,406.91,85.3,Yes,USA,IL,USAPL,,2021-11-20,USA,WI,,Gainsgiving Open,Yes
Reighza Mirah Lacaya,F,SBD,Raw,23.5,24-34,24-39,FR-O,58.5,60,140.0,77.5,160.0,377.5,1,425.28,429.24,379.39,86.87,Yes,USA,IL,USAPL,,2023-06-17,USA,IL,,Illinois State Championship,Yes
Elizabeth Lam,F,SBD,Raw,23.5,24-34,24-39,FR-O,59.9,60,130.0,62.5,142.5,335.0,2,371.75,373.97,330.43,75.81,Yes,USA,IL,USAPL,,2023-06-17,USA,IL,,Illinois State Championship,Yes
Abigail Bush #1,F,SBD,Raw,24.0,24-34,24-39,FR-O,59.6,60,115.0,67.5,137.5,320.0,3,356.24,358.62,316.89,72.67,Yes,USA,IL,USAPL,,2023-06-17,USA,IL,,Illinois State Championship,Yes
Korede Ogundele,F,SBD,Raw,23.5,24-34,24-39,FR-O,58.3,60,120.0,52.5,145.0,317.5,4,358.47,361.98,319.96,73.25,Yes,USA,IL,USAPL,,2023-06-17,USA,IL,,Illinois State Championship,Yes
Leah Casey,F,SBD,Raw,27.5,24-34,24-39,FR-O,59.2,60,105.0,60.0,145.0,310.0,5,346.59,349.24,308.62,70.74,Yes,USA,IL,USAPL,,2023-06-17,USA,IL,,Illinois State Championship,Yes
Grayze Sepe,F,SBD,Raw,25.5,24-34,24-39,FR-O,73.9,75,132.5,47.5,142.5,322.5,2,316.59,309.46,272.37,64.45,Yes,USA,IL,USAPL,,2023-06-17,USA,IL,,Illinois State Championship,Yes
Jessica Garcia #1,F,SBD,Raw,21.5,20-23,19-23,FR-O,99.8,100,185.0,115.0,165.0,465.0,1,397.12,387.38,332.87,82.98,Yes,USA,IL,USAPL,,2023-06-17,USA,IL,,Illinois State Championship,Yes
Kylie Stark,F,SBD,Raw,25.0,24-34,24-39,FR-O,79.8,82.5,185.0,100.0,195.0,480.0,1,452.84,439.82,385.77,92.58,Yes,USA,IL,USAPL,,2023-06-17,USA,IL,,Illinois State Championship,Yes
Maribel Aguilar,F,SBD,Raw,28.5,24-34,24-39,FR-O,82.0,82.5,110.0,72.5,150.0,332.5,2,309.51,300.19,262.87,63.4,Yes,USA,IL,USAPL,,2023-06-17,USA,IL,,Illinois State Championship,Yes
Alec Anthony DeJesus,M,SBD,Raw,27.5,24-34,24-39,MR-O,53.2,56,155.0,105.0,185.0,445.0,1,417.2,426.46,419.42,77.84,Yes,USA,IL,USAPL,,2023-06-17,USA,IL,,Illinois State Championship,Yes
Alonso Rodriguez,M,SBD,Raw,23.5,24-34,24-39,MR-O,75.0,75,227.5,135.0,252.5,615.0,1,441.21,438.22,423.43,89.66,Yes,USA,IL,USAPL,,2023-06-17,USA,IL,,Illinois State Championship,Yes
Carson Allen,M,SBD,Raw,25.5,24-34,24-39,MR-O,89.0,90,272.5,172.5,315.0,760.0,1,494.21,487.98,467.91,101.6,Yes,USA,IL,USAPL,,2023-06-17,USA,IL,,Illinois State Championship,Yes
Cody Zinke,M,SBD,Raw,27.5,24-34,24-39,MR-O,89.2,90,227.5,147.5,302.5,677.5,2,440.06,434.5,416.59,90.47,Yes,USA,IL,USAPL,,2023-06-17,USA,IL,,Illinois State Championship,Yes
Erasto Ferrer Jr,M,SBD,Raw,28.0,24-34,24-39,MR-O,89.8,90,227.5,152.5,272.5,652.5,3,422.38,417.02,399.72,86.84,Yes,USA,IL,USAPL,,2023-06-17,USA,IL,,Illinois State Championship,Yes
Jake Svencner,M,SBD,Raw,31.5,24-34,24-39,MR-O,89.1,90,220.0,105.0,275.0,600.0,4,389.94,385.02,369.17,80.16,Yes,USA,IL,USAPL,,2023-06-17,USA,IL,,Illinois State Championship,Yes
Brian Jerszynski,M,SBD,Raw,41.5,40-44,40-49,MR-O,89.8,90,207.5,142.5,242.5,592.5,5,383.54,378.68,362.96,78.85,Yes,USA,IL,USAPL,,2023-06-17,USA,IL,,Illinois State Championship,Yes
Howell Liu,M,SBD,Raw,25.5,24-34,24-39,MR-O,83.7,90,182.5,117.5,220.0,520.0,6,349.4,345.39,332.11,71.68,Yes,USA,IL,USAPL,,2023-06-17,USA,IL,,Illinois State Championship,Yes
Matthew Zimmerman,M,SBD,Raw,25.5,24-34,24-39,MR-O,98.6,100,240.0,167.5,247.5,655.0,1,405.66,400.92,383.02,83.3,Yes,USA,IL,USAPL,,2023-06-17,USA,IL,,Illinois State Championship,Yes
Trey Koenig,M,SBD,Raw,30.0,24-34,24-39,MR-O,107.2,110,300.0,192.5,300.0,792.5,1,474.04,470.23,449.14,96.91,Yes,USA,IL,USAPL,,2023-06-17,USA,IL,,Illinois State Championship,Yes
David James #1,M,SBD,Raw,30.0,24-34,24-39,MR-O,108.9,110,290.0,190.0,302.5,782.5,2,465.22,461.94,441.38,95.0,Yes,USA,IL,USAPL,,2023-06-17,USA,IL,,Illinois State Championship,Yes
Matthew Reahl,M,SBD,Raw,23.5,24-34,24-39,MR-O,109.3,110,205.0,135.0,250.0,590.0,3,350.28,347.9,332.44,71.51,Yes,USA,IL,USAPL,,2023-06-17,USA,IL,,Illinois State Championship,Yes
Jonathan Flores,M,SBD,Raw,24.5,24-34,24-39,MR-O,103.5,110,190.0,110.0,210.0,510.0,4,309.39,306.33,292.49,63.39,Yes,USA,IL,USAPL,,2023-06-17,USA,IL,,Illinois State Championship,Yes
Michael Bertoia,M,SBD,Raw,24.0,24-34,24-39,MR-O,135.0,140,275.0,190.0,275.0,740.0,1,409.76,415.86,396.26,81.85,Yes,USA,IL,USAPL,,2023-06-17,USA,IL,,Illinois State Championship,Yes
Jarry Cruz,M,SBD,Raw,25.5,24-34,24-39,MR-O,66.0,67.5,215.0,142.5,255.0,612.5,1,479.91,480.93,467.33,95.48,Yes,USA,IL,USAPL,,2023-06-17,USA,IL,,Illinois State Championship,Yes
Carson Bowler,M,SBD,Raw,21.5,20-23,19-23,MR-O,67.2,67.5,205.0,140.0,247.5,592.5,2,458.14,458.46,445.12,91.49,Yes,USA,IL,USAPL,,2023-06-17,USA,IL,,Illinois State Championship,Yes
Zachary Haines,M,SBD,Raw,23.5,24-34,24-39,MR-O,82.5,82.5,245.0,135.0,285.0,665.0,1,450.47,445.49,428.65,92.34,Yes,USA,IL,USAPL,,2023-06-17,USA,IL,,Illinois State Championship,Yes
Ryan Ondrula,M,SBD,Raw,23.5,24-34,24-39,MR-O,82.1,82.5,222.5,142.5,245.0,610.0,2,414.35,409.84,394.43,84.91,Yes,USA,IL,USAPL,,2023-06-17,USA,IL,,Illinois State Championship,Yes
Cody Wong,M,SBD,Raw,29.5,24-34,24-39,MR-O,81.4,82.5,195.0,142.5,240.0,577.5,3,394.21,390.03,375.51,80.73,Yes,USA,IL,USAPL,,2023-06-17,USA,IL,,Illinois State Championship,Yes
Donavan Monroe,M,SBD,Raw,24.5,24-34,24-39,MR-O,78.3,82.5,197.5,150.0,227.5,575.0,4,401.61,398.0,383.85,81.99,Yes,USA,IL,USAPL,,2023-06-17,USA,IL,,Illinois State Championship,Yes
Brandon Piedra,M,SBD,Raw,23.5,24-34,24-39,MR-O,81.7,82.5,175.0,135.0,230.0,540.0,5,367.83,363.88,350.28,75.35,Yes,USA,IL,USAPL,,2023-06-17,USA,IL,,Illinois State Championship,Yes
