Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Hieu Trung Pham Vu,M,SBD,Raw,24.5,24-34,24-39,MR-O,70.7,75,197.5,110,217.5,525,1,391.66,390.47,378.24,78.93,Yes,USA,IL,USAPL,,11/18/23,USA,IL,,Surge Classic,Yes
Matthew Sung,M,SBD,Raw,20.5,20-23,19-23,MR-O,73.2,75,152.5,92.5,182.5,427.5,2,311.57,309.91,299.75,63.12,Yes,USA,IL,USAPL,,11/18/23,USA,IL,,Surge Classic,Yes
Tomasz Kmiotek,M,SBD,Raw,23.5,24-34,24-39,MR-O,88,90,275,172.5,282.5,730,1,477.47,471.51,452.34,98.13,Yes,USA,IL,USAPL,,11/18/23,USA,IL,,Surge Classic,Yes
Wyatt Hubbard,M,SBD,Raw,19,18-19,19-23,MR-O,87.9,90,275,172.5,272.5,720,2,471.21,465.33,446.44,96.84,Yes,USA,IL,USAPL,,11/18/23,USA,IL,,Surge Classic,Yes
Jake Svencner,M,SBD,Raw,31.5,24-34,24-39,MR-O,87.6,90,227.5,112.5,292.5,632.5,3,414.69,409.53,392.96,85.22,Yes,USA,IL,USAPL,,11/18/23,USA,IL,,Surge Classic,Yes
Isaiah Carrington,M,SBD,Raw,27.5,24-34,24-39,MR-O,97.2,100,240,170,285,695,1,433.19,427.97,409.01,89,Yes,USA,IL,USAPL,,11/18/23,USA,IL,,Surge Classic,Yes
Gregory Green,M,SBD,Raw,33.5,24-34,24-39,MR-O,97.6,100,255,167.5,265,687.5,2,427.72,422.61,403.85,87.86,Yes,USA,IL,USAPL,,11/18/23,USA,IL,,Surge Classic,Yes
Ulysess Araujo,M,SBD,Raw,24.5,24-34,24-39,MR-O,93.6,100,242.5,152.5,275,670,3,424.98,419.61,401.52,87.38,Yes,USA,IL,USAPL,,11/18/23,USA,IL,,Surge Classic,Yes
Chris Fotso,M,SBD,Raw,22,20-23,19-23,MR-O,108.2,110,242.5,210,325,777.5,1,463.39,459.93,439.39,94.67,Yes,USA,IL,USAPL,,11/18/23,USA,IL,,Surge Classic,Yes
Joshua Fraser,M,SBD,Raw,24.5,24-34,24-39,MR-O,67.3,67.5,185,105,225,515,1,397.79,398.02,386.41,79.46,Yes,USA,IL,USAPL,,11/18/23,USA,IL,,Surge Classic,Yes
Cortez Ramos,M,SBD,Raw,18.5,18-19,19-23,MR-O,65.2,67.5,177.5,107.5,205,490,2,387.44,388.65,377.88,76.88,Yes,USA,IL,USAPL,,11/18/23,USA,IL,,Surge Classic,Yes
Osarobo Asia,M,SBD,Raw,22.5,20-23,19-23,MR-O,81.5,82.5,232.5,165,245,642.5,3,438.27,433.6,417.44,89.76,Yes,USA,IL,USAPL,,11/18/23,USA,IL,,Surge Classic,Yes
Rafee Akand,M,SBD,Raw,29,24-34,24-39,MR-O,82.5,82.5,212.5,137.5,257.5,607.5,5,411.52,406.97,391.58,84.35,Yes,USA,IL,USAPL,,11/18/23,USA,IL,,Surge Classic,Yes
Ngando Ntone,M,SBD,Raw,26.5,24-34,24-39,MR-O,80,82.5,182.5,130,250,562.5,6,387.87,384.02,370.01,79.33,Yes,USA,IL,USAPL,,11/18/23,USA,IL,,Surge Classic,Yes
Tyler Jackson #5,M,SBD,Raw,27.5,24-34,24-39,MR-O,79.7,82.5,185,122.5,252.5,560,7,387,383.22,369.31,79.13,Yes,USA,IL,USAPL,,11/18/23,USA,IL,,Surge Classic,Yes
Samuel Gettis,M,SBD,Raw,27.5,24-34,24-39,MR-O,80.3,82.5,170,120,190,480,8,330.25,326.93,314.95,67.57,Yes,USA,IL,USAPL,,11/18/23,USA,IL,,Surge Classic,Yes
Lucy Cao,F,SBD,Raw,16.5,16-17,14-18,FR-O,58.8,63,125,65,127.5,317.5,3,356.51,359.58,317.79,72.8,Yes,USA,IL,USAPL,IPF,9/12/20,USA,WI,,Stars and Stripes Open,Yes
Job Linboom,M,SBD,Raw,45.5,45-49,40-49,MR-O,98.7,105,200,152.5,210,562.5,3,348.21,344.16,328.79,71.5,Yes,USA,IL,USAPL,IPF,9/12/20,USA,WI,,Stars and Stripes Open,Yes
Savvy Raghuvanshi,M,SBD,Raw,24.5,24-34,24-39,MR-O,98.4,100,175,150,230,555,12,344.03,340,324.83,70.65,Yes,USA,IL,USAPL,,6/3/23,USA,CA,,Bay Area Barbell Open,Yes
Nicole Maranan,F,SBD,Raw,24.5,24-34,24-39,FR-O,59.74,60,140,70,182.5,392.5,4,436.3,439.07,387.96,88.99,Yes,USA,IL,USAPL,,3/6/22,USA,OH,Columbus,Arnold A7 Raw Challenge,Yes
Trey Koenig,M,SBD,Raw,28.5,24-34,24-39,MR-O,107.3,110,290,187.5,300,777.5,6,464.9,461.18,440.51,95.03,Yes,USA,IL,USAPL,,3/6/22,USA,OH,Columbus,Arnold A7 Raw Challenge,Yes
Morgan Adams #1,F,SBD,Raw,23.5,24-34,24-39,FR-O,81,82.5,155,67.5,157.5,380,1,355.86,345.34,302.64,72.83,Yes,USA,IL,USAPL,,4/30/22,USA,MO,,Missouri Ladies of Iron,Yes
Emma Ife,F,SBD,Raw,32.5,24-34,24-39,FR-O,50.65,52,125,77.5,150,352.5,1,437.66,448.41,397.91,91.08,Yes,USA,IL,USAPL,,2/26/22,USA,IL,,Illinois State Championships,Yes
Sarah Heinz,F,SBD,Raw,33,24-34,24-39,FR-O,59.7,60,100,65,135,300,1,333.62,335.77,296.69,68.05,Yes,USA,IL,USAPL,,2/26/22,USA,IL,,Illinois State Championships,Yes
Angela Xu,F,SBD,Raw,19.5,20-23,19-23,FR-O,59.9,60,105,47.5,110,262.5,2,291.3,293.04,258.92,59.4,Yes,USA,IL,USAPL,,2/26/22,USA,IL,,Illinois State Championships,Yes
Amanda Berggren,F,SBD,Raw,33.5,24-34,24-39,FR-O,74.65,75,155,87.5,177.5,420,1,410.08,400.44,352.31,83.52,Yes,USA,IL,USAPL,,2/26/22,USA,IL,,Illinois State Championships,Yes
Susan Newton,F,SBD,Raw,29.5,24-34,24-39,FR-O,89.1,90,140,75,157.5,372.5,1,333.58,323.23,281.22,68.83,Yes,USA,IL,USAPL,,2/26/22,USA,IL,,Illinois State Championships,Yes
Alice Lee,F,SBD,Raw,25,24-34,24-39,FR-O,67.25,67.5,170,72.5,172.5,415,1,429.36,424.69,374.66,87.24,Yes,USA,IL,USAPL,,2/26/22,USA,IL,,Illinois State Championships,Yes
Sarah McLeod,F,SBD,Raw,23.5,24-34,24-39,FR-O,64.25,67.5,150,97.5,150,397.5,2,422.47,420.64,371.34,85.89,Yes,USA,IL,USAPL,,2/26/22,USA,IL,,Illinois State Championships,Yes
Elizabeth O'Brien,F,SBD,Raw,29.5,24-34,24-39,FR-O,62.55,67.5,92.5,57.5,115,265,3,286.26,286.15,252.7,58.25,Yes,USA,IL,USAPL,,2/26/22,USA,IL,,Illinois State Championships,Yes
Aubrey Hogan,M,SBD,Raw,25,24-34,24-39,MR-O,74.6,75,260,165,287.5,712.5,1,512.92,509.6,492.51,104.17,Yes,USA,IL,USAPL,,2/26/22,USA,IL,,Illinois State Championships,Yes
John Nickl,M,SBD,Raw,23,20-23,24-39,MR-O,88.4,90,270,150,250,670,1,437.2,431.72,414.09,89.86,Yes,USA,IL,USAPL,,2/26/22,USA,IL,,Illinois State Championships,Yes
Marcus Flanigan,M,SBD,Raw,21.5,20-23,19-23,MR-O,88.5,90,252.5,140,242.5,635,2,414.12,408.92,392.2,85.12,Yes,USA,IL,USAPL,,2/26/22,USA,IL,,Illinois State Championships,Yes
Evan Swanson,M,SBD,Raw,29.5,24-34,24-39,MR-O,87.3,90,197.5,142.5,215,555,3,364.53,360.01,345.51,74.9,Yes,USA,IL,USAPL,,2/26/22,USA,IL,,Illinois State Championships,Yes
Zachary Alvarez,M,SBD,Raw,25.5,24-34,24-39,MR-O,89.5,90,205,130,217.5,552.5,4,358.25,353.72,339.09,73.65,Yes,USA,IL,USAPL,,2/26/22,USA,IL,,Illinois State Championships,Yes
Juan Carlos Bosacoma IV,M,SBD,Raw,17.5,18-19,14-18,MR-O,86.2,90,202.5,120,215,537.5,5,355.41,351.09,337.14,73,Yes,USA,IL,USAPL,,2/26/22,USA,IL,,Illinois State Championships,Yes
Daniel Garcia #6,M,SBD,Raw,24,24-34,24-39,MR-O,96.2,100,267.5,130,280,677.5,1,424.27,419.07,400.63,87.19,Yes,USA,IL,USAPL,,2/26/22,USA,IL,,Illinois State Championships,Yes
Austin Koenig,M,SBD,Raw,33,24-34,24-39,MR-O,97.3,100,237.5,137.5,232.5,607.5,2,378.47,373.93,357.35,77.75,Yes,USA,IL,USAPL,,2/26/22,USA,IL,,Illinois State Championships,Yes
Mario Rico,M,SBD,Raw,30.5,24-34,24-39,MR-O,98.5,100,210,147.5,227.5,585,3,362.47,358.22,342.24,74.44,Yes,USA,IL,USAPL,,2/26/22,USA,IL,,Illinois State Championships,Yes
Alexy Edward,M,SBD,Raw,22.5,20-23,19-23,MR-O,98.5,100,205,145,220,570,4,353.17,349.04,333.47,72.53,Yes,USA,IL,USAPL,,2/26/22,USA,IL,,Illinois State Championships,Yes
August Karbowski,M,SBD,Raw,30.5,24-34,24-39,MR-O,97.8,100,202.5,135,227.5,565,5,351.19,347.01,331.58,72.14,Yes,USA,IL,USAPL,,2/26/22,USA,IL,,Illinois State Championships,Yes
Rana Ahmad,M,SBD,Raw,23.5,24-34,24-39,MR-O,93.3,100,195,130,227.5,552.5,6,350.99,346.55,331.64,72.17,Yes,USA,IL,USAPL,,2/26/22,USA,IL,,Illinois State Championships,Yes
David James #1,M,SBD,Raw,29,24-34,24-39,MR-O,109.1,110,290,182.5,290,762.5,1,453.01,449.87,429.87,92.49,Yes,USA,IL,USAPL,,2/26/22,USA,IL,,Illinois State Championships,Yes
Cesar Galvan,M,SBD,Raw,31.5,24-34,24-39,MR-O,109.7,110,115,92.5,137.5,345,2,204.54,203.2,194.19,41.74,Yes,USA,IL,USAPL,,2/26/22,USA,IL,,Illinois State Championships,Yes
Tomas Zayas,M,SBD,Raw,30,24-34,24-39,MR-O,138.6,140,272.5,197.5,317.5,787.5,1,432.79,440.73,419.22,86.19,Yes,USA,IL,USAPL,,2/26/22,USA,IL,,Illinois State Championships,Yes
Zachary M Lipsitz,M,SBD,Raw,28.5,24-34,24-39,MR-O,133.2,140,205,150,195,550,2,305.75,309.77,295.45,61.17,Yes,USA,IL,USAPL,,2/26/22,USA,IL,,Illinois State Championships,Yes
Brandon Darrick,M,SBD,Raw,20.5,20-23,19-23,MR-O,170,140+,307.5,195,340,842.5,1,438.43,457.6,427.76,85.49,Yes,USA,IL,USAPL,,2/26/22,USA,IL,,Illinois State Championships,Yes
Sterling Walker,M,SBD,Raw,30,24-34,24-39,MR-O,65,67.5,205,130,242.5,577.5,1,457.68,459.23,446.56,90.75,Yes,USA,IL,USAPL,,2/26/22,USA,IL,,Illinois State Championships,Yes
Jermaine Lee,M,SBD,Raw,31,24-34,24-39,MR-O,81.5,82.5,200,155,227.5,582.5,1,397.34,393.11,378.46,81.38,Yes,USA,IL,USAPL,,2/26/22,USA,IL,,Illinois State Championships,Yes
Sydney Hills,F,SBD,Raw,18,18-19,14-18,FR-O,57.1,60,107.5,60,125,292.5,1,334.73,338.95,299.7,68.52,Yes,USA,IL,USAPL,,2/20/22,USA,MO,,The Justin Thacker Memorial Event,Yes
Michael Coladipietro,M,SBD,Raw,26,24-34,24-39,MR-O,74.6,75,260,155,285,700,1,503.92,500.66,483.87,102.34,Yes,USA,IL,USAPL,,2/20/22,USA,MO,,The Justin Thacker Memorial Event,Yes
Chase Murray,M,SBD,Raw,24.5,24-34,24-39,MR-O,96.95,100,242.5,145,282.5,670,2,418.09,413.03,394.76,85.9,Yes,USA,IL,USAPL,,2/20/22,USA,MO,,The Justin Thacker Memorial Event,Yes
Dennis Forrest,M,SBD,Raw,29,24-34,24-39,MR-O,103.9,110,257.5,182.5,272.5,712.5,1,431.55,427.36,408.06,88.4,Yes,USA,IL,USAPL,,2/20/22,USA,MO,,The Justin Thacker Memorial Event,Yes
JT Lightner,M,SBD,Raw,18.5,18-19,19-23,MR-O,78.25,82.5,180,120,220,520,2,363.34,360.08,347.29,74.17,Yes,USA,IL,USAPL,,2/20/22,USA,MO,,The Justin Thacker Memorial Event,Yes
Dana Young,F,SBD,Raw,24.5,24-34,24-39,FR-O,58,60,137.5,75,145,357.5,1,404.98,409.23,361.75,82.78,Yes,USA,IL,USAPL,,2/11/24,USA,IL,,Yo Levanto Sola,Yes
Caitriona Pagni,F,SBD,Raw,30.5,24-34,24-39,FR-O,59.9,60,112.5,55,142.5,310,2,344.01,346.06,305.77,70.15,Yes,USA,IL,USAPL,,2/11/24,USA,IL,,Yo Levanto Sola,Yes
Corynn Tomlinson,F,SBD,Raw,30.5,24-34,24-39,FR-O,73.9,75,172.5,72.5,177.5,422.5,1,414.75,405.42,356.82,84.43,Yes,USA,IL,USAPL,,2/11/24,USA,IL,,Yo Levanto Sola,Yes
Kate Champion,F,SBD,Raw,30.5,24-34,24-39,FR-O,70.4,75,115,57.5,137.5,310,2,312.49,307.2,270.75,63.52,Yes,USA,IL,USAPL,,2/11/24,USA,IL,,Yo Levanto Sola,Yes
Maryssa Bannan,F,SBD,Raw,26.5,24-34,24-39,FR-O,87.2,90,132.5,67.5,142.5,342.5,1,309.71,300.03,261.53,63.78,Yes,USA,IL,USAPL,,2/11/24,USA,IL,,Yo Levanto Sola,Yes
Dominique Leavy,F,SBD,Raw,26.5,24-34,24-39,FR-O,83.2,90,105,62.5,120,287.5,2,265.75,257.62,225.37,54.5,Yes,USA,IL,USAPL,,2/11/24,USA,IL,,Yo Levanto Sola,Yes
Rocky Caballero,F,SBD,Raw,28.5,24-34,24-39,FR-O,64.2,67.5,110,52.5,125,287.5,2,305.7,304.41,268.74,62.15,Yes,USA,IL,USAPL,,2/11/24,USA,IL,,Yo Levanto Sola,Yes
Sarah Schirmacher,F,SBD,Raw,26.5,24-34,24-39,FR-O,80.6,82.5,157.5,65,175,397.5,1,373.16,362.22,317.52,76.34,Yes,USA,IL,USAPL,,2/11/24,USA,IL,,Yo Levanto Sola,Yes
Neida Guevara,F,SBD,Raw,24.5,24-34,24-39,FR-O,82.5,82.5,110,65,140,315,3,292.36,283.49,248.15,59.92,Yes,USA,IL,USAPL,,2/11/24,USA,IL,,Yo Levanto Sola,Yes
Suzanne DeFily,F,SBD,Wraps,29,24-34,24-39,FW-O,59.3,60,115,62.5,117.5,295,1,329.46,331.9,293.3,67.23,Yes,USA,IL,USAPL,,2/11/24,USA,IL,,Yo Levanto Sola,Yes
Rana Ahmad,M,SBD,Raw,23.5,24-34,24-39,MR-O,99.3,100,212.5,142.5,257.5,612.5,1,378.16,373.82,357.08,77.64,Yes,USA,IL,USAPL,,12/17/22,USA,IL,,Illinois Collegiate & Open,Yes
Brandon Pearson,M,SBD,Raw,23.5,24-34,24-39,MR-O,67,67.5,150,110,190,450,2,348.71,349.04,338.92,69.59,Yes,USA,IL,USAPL,,12/17/22,USA,IL,,Illinois Collegiate & Open,Yes
Caroline Lommer,F,SBD,Raw,20.5,20-23,19-23,FR-O,70.9,75,132.5,77.5,137.5,347.5,1,348.92,342.7,301.99,70.94,Yes,USA,IL,USAPL,,7/30/22,USA,MA,,Cambridge Summer Smash,Yes
Elizabeth Piasecki,F,SBD,Raw,35.5,35-39,24-39,FR-O,67.11,69,130,65,137.5,332.5,2,344.42,340.77,300.64,69.98,Yes,USA,IL,USAPL,,12/4/21,USA,FL,,Greater Tampa Classic Open Championships,Yes
Keith Vergara,M,SBD,Raw,25.5,24-34,24-39,MR-O,81.3,82.5,182.5,120,172.5,475,6,324.47,321.05,309.11,66.45,Yes,USA,IL,USAPL,,6/25/23,USA,FL,,Florida Rookie Rumble I,Yes
Amanda Berggren,F,SBD,Raw,31.5,24-34,24-39,FR-O,71.4,72,155,87.5,182.5,425,1,425.08,417.15,367.53,86.44,Yes,USA,IL,USAPL,IPF,9/26/20,USA,MI,,Due North Feats of Strength,Yes
Jessica Rivera-Montejo,F,SBD,Raw,41,40-44,40-49,FR-O,125.5,100+,162.5,87.5,192.5,442.5,2,350.85,351.05,296.75,75.32,Yes,USA,IL,USAPL,,3/16/24,USA,WI,,Madness Open,Yes
Amanda Taylor,F,SBD,Raw,36.5,35-39,24-39,FR-O,107.5,100+,127.5,75,150,352.5,4,292.87,288.05,245.39,61.75,Yes,USA,IL,USAPL,,3/16/24,USA,WI,,Madness Open,Yes
Lexie Pflug,F,SBD,Raw,29.5,24-34,24-39,FR-O,65.6,67.5,105,60,135,300,1,314.92,312.6,275.89,64,Yes,USA,IL,USAPL,,3/16/24,USA,WI,,Madness Open,Yes
Nick Iozzo,M,SBD,Raw,37.5,35-39,24-39,MR-O,134.9,140,180,87.5,195,462.5,1,256.16,259.94,247.71,51.17,Yes,USA,IL,USAPL,,3/16/24,USA,WI,,Madness Open,Yes
Jared Elkins,M,SBD,Raw,18.5,18-19,19-23,MR-O,73.3,75,182.5,115,217.5,515,1,375,372.97,360.73,75.98,Yes,USA,IL,USAPL,,2/12/22,USA,MI,,Full Send,Yes
Stella Tan,F,SBD,Raw,23.5,24-34,24-39,FR-O,64.6,67.5,137.5,52.5,125,315,4,333.7,331.99,293.06,67.83,Yes,USA,IL,USAPL,,11/5/22,USA,TX,,Corrupted Strength Classic,Yes
Kevin Serrano #1,M,SBD,Raw,20,20-23,19-23,MR-O,71.9,75,202.5,115,277.5,595,2,438.84,437,423.01,88.67,Yes,USA,IL,USAPL,,11/5/22,USA,TX,,Corrupted Strength Classic,Yes
Isaac Navarro,M,SBD,Raw,18.5,18-19,19-23,MR-O,69.1,75,230,112.5,232.5,575,3,435.84,435.22,422.02,87.49,Yes,USA,IL,USAPL,,11/5/22,USA,TX,,Corrupted Strength Classic,Yes
Weilin Wu,M,SBD,Raw,24,24-34,24-39,MR-O,74.6,75,185,102.5,217.5,505,6,363.54,361.19,349.08,73.83,Yes,USA,IL,USAPL,,11/5/22,USA,TX,,Corrupted Strength Classic,Yes
David Mealer,M,SBD,Raw,37,35-39,24-39,MR-O,88.75,93,237.5,147.5,255,640,1,416.78,411.53,394.65,85.67,Yes,USA,IL,USAPL,IPF,4/10/21,USA,MO,,Springfield Showdown,Yes
Rebeca Arroyo,F,SBD,Raw,17.5,18-19,14-18,FR-O,76.3,,42.5,30,87.5,160,17,154.44,150.5,132.29,31.49,Yes,USA,IL,USAPL,,12/9/23,USA,WI,,Teen and Collegiate Open,Yes
Brandon Valeroso,M,SBD,Raw,18.5,18-19,19-23,MR-O,74.6,,222.5,115,230,567.5,3,408.53,405.89,392.28,82.97,Yes,USA,IL,USAPL,,12/9/23,USA,WI,,Teen and Collegiate Open,Yes
Connor Hearne,M,SBD,Raw,19.5,20-23,19-23,MR-O,109.5,,207.5,130,237.5,575,9,341.14,338.86,323.82,69.63,Yes,USA,IL,USAPL,,12/9/23,USA,WI,,Teen and Collegiate Open,Yes
Emily Larrivee,F,SBD,Raw,18.5,18-19,19-23,FR-O,78.05,82.5,137.5,75,157.5,370,1,352.99,343.35,301.51,72.06,Yes,USA,IL,USAPL,,5/20/23,USA,WI,,Mayhem Open,Yes
Juan Delgado-Lopez,M,SBD,Raw,22.5,20-23,19-23,MR-O,72,75,207.5,150,225,582.5,1,429.22,427.38,413.68,86.74,Yes,USA,IL,USAPL,,5/20/23,USA,WI,,Mayhem Open,Yes
Greg Dziubinski,M,SBD,Raw,33.5,24-34,24-39,MR-O,99.2,100,195,140,215,550,6,339.72,335.81,320.78,69.75,Yes,USA,IL,USAPL,,5/20/23,USA,WI,,Mayhem Open,Yes
Gabriel Herman,M,SBD,Raw,34.5,24-34,24-39,MR-O,109.3,110,212.5,122.5,240,575,2,341.38,339.05,323.99,69.69,Yes,USA,IL,USAPL,,5/20/23,USA,WI,,Mayhem Open,Yes
William Coyne,M,SBD,Raw,32.5,24-34,24-39,MR-O,115.5,125,242.5,170,280,692.5,1,402.94,401.92,384.78,81.87,Yes,USA,IL,USAPL,,5/20/23,USA,WI,,Mayhem Open,Yes
Megh Kumar,M,SBD,Raw,25.5,24-34,24-39,MR-O,76,82.5,157.5,105,205,467.5,4,332.59,330.09,318.77,67.69,Yes,USA,IL,USAPL,,5/20/23,USA,WI,,Mayhem Open,Yes
Tony Nepute,M,SBD,Raw,28.5,24-34,24-39,MR-O,99.7,105,242.5,160,287.5,690,1,425.26,420.43,401.58,87.29,Yes,USA,IL,USAPL,IPF,10/2/21,USA,MO,,Missouri State Championship and Open,Yes
Amanda Peterson,F,SBD,Raw,22.5,20-23,19-23,FR-O,89.9,90,170,92.5,180,442.5,1,394.69,382.53,332.53,81.52,Yes,USA,IL,USAPL,,4/30/22,USA,CA,,California Ladies of Iron,Yes
Jonathan Yelenick,M,SBD,Raw,20.5,20-23,19-23,MR-O,93.4,100,265,145,275,685,1,434.94,429.44,410.95,89.43,Yes,USA,IL,USAPL,,6/24/23,USA,MD,,Maryland Power Outage,Yes
Mallory Brown,F,SBD,Raw,27.5,24-34,24-39,FR-O,46.7,47,140,72.5,170,382.5,1,503.67,516.8,460.92,106.71,Yes,USA,IL,USAPL,IPF,10/16/21,USA,MS,,Legacy Series Finals,Yes
Sophie Ratajczyk,F,SBD,Raw,17.5,18-19,14-18,FR-O,62.5,63,87.5,52.5,117.5,257.5,1,278.3,278.22,245.7,56.63,Yes,USA,IL,USAPL,IPF,10/16/21,USA,MS,,Legacy Series Finals,Yes
Isabel Figueroa,F,SBD,Raw,18.5,18-19,19-23,FR-O,110,84+,210,110,195,515,1,424.52,418.73,356.43,89.76,Yes,USA,IL,USAPL,IPF,10/16/21,USA,MS,,Legacy Series Finals,Yes
Shakeel Holman,M,SBD,Raw,28.5,24-34,24-39,MR-O,97.55,105,275,182.5,287.5,745,1,463.6,458.06,437.72,95.24,Yes,USA,IL,USAPL,IPF,10/16/21,USA,MS,,Legacy Series Finals,Yes
Susan Newton,F,SBD,Raw,29.5,24-34,24-39,FR-O,88.9,90,142.5,72.5,160,375,2,336.15,325.71,283.44,69.35,Yes,USA,IL,USAPL,,4/30/22,USA,OH,,Ohio Ladies of Iron,Yes
Danielle Sebek,F,SBD,Raw,26.5,24-34,24-39,FR-O,66.05,67.5,132.5,85,137.5,355,1,371.16,368.06,324.8,75.42,Yes,USA,IL,USAPL,,4/30/22,USA,OH,,Ohio Ladies of Iron,Yes
Yaleina Anaya,F,SBD,Raw,22.5,20-23,19-23,FR-O,65.65,67.5,117.5,72.5,147.5,337.5,1,354.13,351.48,310.19,71.97,Yes,USA,IL,USAPL,,11/4/23,USA,OH,,Winter Wrath,Yes
Christopher Gianakas,M,SBD,Raw,21.5,20-23,19-23,MR-O,79.55,82.5,177.5,117.5,245,540,1,373.6,369.98,356.57,76.38,Yes,USA,IL,USAPL,,11/4/23,USA,OH,,Winter Wrath,Yes
Liliana Ruiz,F,SBD,Raw,29.5,24-34,24-39,FR-O,67.12,69,177.5,77.5,182.5,437.5,1,453.15,448.34,395.53,92.07,Yes,USA,IL,USAPL,IPF,6/5/21,USA,FL,,Miami International Fitness Expo Championships,Yes
Victor Iniestra,M,SBD,Raw,28.5,24-34,24-39,MR-O,78.4,83,200,130,205,535,3,373.38,370,356.83,76.24,Yes,USA,IL,USAPL,IPF,6/5/21,USA,FL,,Miami International Fitness Expo Championships,Yes
Karina Lazarit,F,SBD,Raw,28,24-34,24-39,FR-O,47.14,48,120,77.5,155,352.5,5,460.96,473.06,421.6,97.43,Yes,USA,IL,USAPL,,9/14/23,USA,TN,Memphis,Raw Nationals,Yes
Emma Ife,F,SBD,Raw,33.5,24-34,24-39,FR-O,49.99,52,130,82.5,160,372.5,5,466.81,478.6,424.98,97.39,Yes,USA,IL,USAPL,,9/14/23,USA,TN,Memphis,Raw Nationals,Yes
Reighza Mirah Lacaya,F,SBD,Raw,23.5,24-34,24-39,FR-O,59.17,60,137.5,75,170,382.5,24,427.78,431.08,380.95,87.31,Yes,USA,IL,USAPL,,9/14/23,USA,TN,Memphis,Raw Nationals,Yes
Cashay Jefferson,F,SBD,Raw,27,24-34,24-39,FR-O,73.11,75,155,90,177.5,422.5,23,417.16,408.25,359.44,84.89,Yes,USA,IL,USAPL,,9/14/23,USA,TN,Memphis,Raw Nationals,Yes
Corynn Tomlinson,F,SBD,Raw,29.5,24-34,24-39,FR-O,80.84,82.5,180,80,177.5,437.5,18,410.11,398.02,348.85,83.92,Yes,USA,IL,USAPL,,9/14/23,USA,TN,Memphis,Raw Nationals,Yes
Aliki Hui,M,SBD,Raw,27,24-34,24-39,MR-O,73.55,75,240,157.5,265,662.5,21,481.33,478.62,462.85,97.57,Yes,USA,IL,USAPL,,9/14/23,USA,TN,Memphis,Raw Nationals,Yes
Luke Whittenberger,M,SBD,Raw,25.5,24-34,24-39,MR-O,74.24,75,237.5,147.5,262.5,647.5,31,467.58,464.69,449.2,94.9,Yes,USA,IL,USAPL,,9/14/23,USA,TN,Memphis,Raw Nationals,Yes
Carson Allen,M,SBD,Raw,25.5,24-34,24-39,MR-O,89.67,90,282.5,175,305,762.5,17,493.95,487.69,467.48,101.55,Yes,USA,IL,USAPL,,9/14/23,USA,TN,Memphis,Raw Nationals,Yes
Angelo Fortino,M,SBD,Raw,29.5,24-34,24-39,MR-O,82.33,82.5,302.5,165,347.5,815,1,552.72,546.65,526.03,113.28,Yes,USA,IL,USAPL,,9/14/23,USA,TN,Memphis,Raw Nationals,Yes
Aubrey Hogan,M,SBD,Raw,26,24-34,24-39,MR-O,81.23,82.5,255,172.5,295,722.5,15,493.78,488.59,470.45,101.11,Yes,USA,IL,USAPL,,9/14/23,USA,TN,Memphis,Raw Nationals,Yes
Veronica Ciaccio,F,SBD,Raw,17.5,18-19,14-18,FR-O,47.4,48,95,45,122.5,262.5,1,341.88,350.87,312.58,72.16,Yes,USA,IL,USAPL,,10/8/23,USA,IL,,Windy City Open,Yes
Angelica Torres,F,SBD,Raw,25.5,24-34,24-39,FR-O,52.8,56,57.5,27.5,82.5,167.5,1,202.02,206.36,182.82,41.75,Yes,USA,IL,USAPL,,10/8/23,USA,IL,,Windy City Open,Yes
Ezinwa Omodon,F,SBD,Raw,26.5,24-34,24-39,FR-O,82.6,90,120,52.5,130,302.5,1,280.6,272.07,238.13,57.51,Yes,USA,IL,USAPL,,10/8/23,USA,IL,,Windy City Open,Yes
Araceli Schumacher,F,SBD,Raw,37.5,35-39,24-39,FR-O,84,90,107.5,55,125,287.5,2,264.54,256.38,224.13,54.29,Yes,USA,IL,USAPL,,10/8/23,USA,IL,,Windy City Open,Yes
Isabella Weber,F,SBD,Raw,18.5,18-19,19-23,FR-O,66.3,67.5,102.5,70,137.5,310,1,323.4,320.52,282.83,65.71,Yes,USA,IL,USAPL,,10/8/23,USA,IL,,Windy City Open,Yes
Thomas Dehn,M,SBD,Raw,27.5,24-34,24-39,MR-O,57.8,60,130,80,137.5,347.5,1,302.62,306.86,300.29,58.14,Yes,USA,IL,USAPL,,10/8/23,USA,IL,,Windy City Open,Yes
Aidan Robert,M,SBD,Raw,25.5,24-34,24-39,MR-O,68.5,75,155,117.5,235,507.5,1,387.05,386.75,375.17,77.57,Yes,USA,IL,USAPL,,10/8/23,USA,IL,,Windy City Open,Yes
Christian Adanza,M,SBD,Raw,24.5,24-34,24-39,MR-O,89.2,90,172.5,120,207.5,500,2,324.77,320.66,307.44,66.76,Yes,USA,IL,USAPL,,10/8/23,USA,IL,,Windy City Open,Yes
