Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Allyce Torres,F,SBD,Raw,29.5,24-34,24-39,FR-O,83.6,84,115,55,140,310,4,285.9,277.1,242.34,58.65,Yes,USA,IL,USAPL,,11/20/21,USA,WI,,Gainsgiving Open,Yes
Hector Hernandez,M,SBD,Raw,18.5,18-19,19-23,MR-O,88.1,93,237.5,125,270,632.5,4,413.46,408.29,391.67,84.98,Yes,USA,IL,USAPL,,11/20/21,USA,WI,,Gainsgiving Open,Yes
Ulysess Araujo,M,SBD,Raw,22.5,20-23,19-23,MR-O,85.9,93,200,127.5,247.5,575,5,380.92,376.31,361.41,78.23,Yes,USA,IL,USAPL,,11/20/21,USA,WI,,Gainsgiving Open,Yes
Jorge Pozo,M,SBD,Raw,29,24-34,24-39,MR-O,92,93,190,152.5,225,567.5,6,362.97,358.35,343.13,74.63,Yes,USA,IL,USAPL,,11/20/21,USA,WI,,Gainsgiving Open,Yes
Luciano Miceli,M,SBD,Raw,16.5,16-17,14-18,MR-O,87.8,93,172.5,112.5,185,470,13,307.78,303.94,291.62,63.25,Yes,USA,IL,USAPL,,11/20/21,USA,WI,,Gainsgiving Open,Yes
Jacob Juska,M,SBD,Raw,21,20-23,19-23,MR-O,104.2,105,285,182.5,280,747.5,1,452.21,447.88,427.67,92.62,Yes,USA,IL,USAPL,,11/20/21,USA,WI,,Gainsgiving Open,Yes
Javier Ortiz #2,M,SBD,Raw,20.5,20-23,19-23,MR-O,100.7,105,247.5,155,237.5,640,3,392.75,388.42,370.95,80.58,Yes,USA,IL,USAPL,,11/20/21,USA,WI,,Gainsgiving Open,Yes
Johan Boyo,M,SBD,Raw,20.5,20-23,19-23,MR-O,103.8,105,200,125,250,575,5,348.4,345,329.43,71.37,Yes,USA,IL,USAPL,,11/20/21,USA,WI,,Gainsgiving Open,Yes
Colin McCaleb,M,SBD,Raw,30.5,24-34,24-39,MR-O,103.5,105,207.5,115,215,537.5,6,326.07,322.84,308.27,66.81,Yes,USA,IL,USAPL,,11/20/21,USA,WI,,Gainsgiving Open,Yes
William Coyne,M,SBD,Raw,30.5,24-34,24-39,MR-O,109.2,120,225,162.5,260,647.5,3,384.55,381.91,364.94,78.51,Yes,USA,IL,USAPL,,11/20/21,USA,WI,,Gainsgiving Open,Yes
Alan Johansen,M,SBD,Raw,23.5,24-34,24-39,MR-O,124.3,120+,260,160,325,745,1,422.99,425.02,406.91,85.3,Yes,USA,IL,USAPL,,11/20/21,USA,WI,,Gainsgiving Open,Yes
Reighza Mirah Lacaya,F,SBD,Raw,23.5,24-34,24-39,FR-O,58.5,60,140,77.5,160,377.5,1,425.28,429.24,379.39,86.87,Yes,USA,IL,USAPL,,6/17/23,USA,IL,,Illinois State Championship,Yes
Elizabeth Lam,F,SBD,Raw,23.5,24-34,24-39,FR-O,59.9,60,130,62.5,142.5,335,2,371.75,373.97,330.43,75.81,Yes,USA,IL,USAPL,,6/17/23,USA,IL,,Illinois State Championship,Yes
Abigail Bush #1,F,SBD,Raw,24,24-34,24-39,FR-O,59.6,60,115,67.5,137.5,320,3,356.24,358.62,316.89,72.67,Yes,USA,IL,USAPL,,6/17/23,USA,IL,,Illinois State Championship,Yes
Korede Ogundele,F,SBD,Raw,23.5,24-34,24-39,FR-O,58.3,60,120,52.5,145,317.5,4,358.47,361.98,319.96,73.25,Yes,USA,IL,USAPL,,6/17/23,USA,IL,,Illinois State Championship,Yes
Leah Casey,F,SBD,Raw,27.5,24-34,24-39,FR-O,59.2,60,105,60,145,310,5,346.59,349.24,308.62,70.74,Yes,USA,IL,USAPL,,6/17/23,USA,IL,,Illinois State Championship,Yes
Grayze Sepe,F,SBD,Raw,25.5,24-34,24-39,FR-O,73.9,75,132.5,47.5,142.5,322.5,2,316.59,309.46,272.37,64.45,Yes,USA,IL,USAPL,,6/17/23,USA,IL,,Illinois State Championship,Yes
Jessica Garcia #1,F,SBD,Raw,21.5,20-23,19-23,FR-O,99.8,100,185,115,165,465,1,397.12,387.38,332.87,82.98,Yes,USA,IL,USAPL,,6/17/23,USA,IL,,Illinois State Championship,Yes
Kylie Stark,F,SBD,Raw,25,24-34,24-39,FR-O,79.8,82.5,185,100,195,480,1,452.84,439.82,385.77,92.58,Yes,USA,IL,USAPL,,6/17/23,USA,IL,,Illinois State Championship,Yes
Maribel Aguilar,F,SBD,Raw,28.5,24-34,24-39,FR-O,82,82.5,110,72.5,150,332.5,2,309.51,300.19,262.87,63.4,Yes,USA,IL,USAPL,,6/17/23,USA,IL,,Illinois State Championship,Yes
Alec Anthony DeJesus,M,SBD,Raw,27.5,24-34,24-39,MR-O,53.2,56,155,105,185,445,1,417.2,426.46,419.42,77.84,Yes,USA,IL,USAPL,,6/17/23,USA,IL,,Illinois State Championship,Yes
Alonso Rodriguez,M,SBD,Raw,23.5,24-34,24-39,MR-O,75,75,227.5,135,252.5,615,1,441.21,438.22,423.43,89.66,Yes,USA,IL,USAPL,,6/17/23,USA,IL,,Illinois State Championship,Yes
Carson Allen,M,SBD,Raw,25.5,24-34,24-39,MR-O,89,90,272.5,172.5,315,760,1,494.21,487.98,467.91,101.6,Yes,USA,IL,USAPL,,6/17/23,USA,IL,,Illinois State Championship,Yes
Cody Zinke,M,SBD,Raw,27.5,24-34,24-39,MR-O,89.2,90,227.5,147.5,302.5,677.5,2,440.06,434.5,416.59,90.47,Yes,USA,IL,USAPL,,6/17/23,USA,IL,,Illinois State Championship,Yes
Erasto Ferrer Jr,M,SBD,Raw,28,24-34,24-39,MR-O,89.8,90,227.5,152.5,272.5,652.5,3,422.38,417.02,399.72,86.84,Yes,USA,IL,USAPL,,6/17/23,USA,IL,,Illinois State Championship,Yes
Jake Svencner,M,SBD,Raw,31.5,24-34,24-39,MR-O,89.1,90,220,105,275,600,4,389.94,385.02,369.17,80.16,Yes,USA,IL,USAPL,,6/17/23,USA,IL,,Illinois State Championship,Yes
Brian Jerszynski,M,SBD,Raw,41.5,40-44,40-49,MR-O,89.8,90,207.5,142.5,242.5,592.5,5,383.54,378.68,362.96,78.85,Yes,USA,IL,USAPL,,6/17/23,USA,IL,,Illinois State Championship,Yes
Howell Liu,M,SBD,Raw,25.5,24-34,24-39,MR-O,83.7,90,182.5,117.5,220,520,6,349.4,345.39,332.11,71.68,Yes,USA,IL,USAPL,,6/17/23,USA,IL,,Illinois State Championship,Yes
Matthew Zimmerman,M,SBD,Raw,25.5,24-34,24-39,MR-O,98.6,100,240,167.5,247.5,655,1,405.66,400.92,383.02,83.3,Yes,USA,IL,USAPL,,6/17/23,USA,IL,,Illinois State Championship,Yes
Trey Koenig,M,SBD,Raw,30,24-34,24-39,MR-O,107.2,110,300,192.5,300,792.5,1,474.04,470.23,449.14,96.91,Yes,USA,IL,USAPL,,6/17/23,USA,IL,,Illinois State Championship,Yes
David James #1,M,SBD,Raw,30,24-34,24-39,MR-O,108.9,110,290,190,302.5,782.5,2,465.22,461.94,441.38,95,Yes,USA,IL,USAPL,,6/17/23,USA,IL,,Illinois State Championship,Yes
Matthew Reahl,M,SBD,Raw,23.5,24-34,24-39,MR-O,109.3,110,205,135,250,590,3,350.28,347.9,332.44,71.51,Yes,USA,IL,USAPL,,6/17/23,USA,IL,,Illinois State Championship,Yes
Jonathan Flores,M,SBD,Raw,24.5,24-34,24-39,MR-O,103.5,110,190,110,210,510,4,309.39,306.33,292.49,63.39,Yes,USA,IL,USAPL,,6/17/23,USA,IL,,Illinois State Championship,Yes
Michael Bertoia,M,SBD,Raw,24,24-34,24-39,MR-O,135,140,275,190,275,740,1,409.76,415.86,396.26,81.85,Yes,USA,IL,USAPL,,6/17/23,USA,IL,,Illinois State Championship,Yes
Jarry Cruz,M,SBD,Raw,25.5,24-34,24-39,MR-O,66,67.5,215,142.5,255,612.5,1,479.91,480.93,467.33,95.48,Yes,USA,IL,USAPL,,6/17/23,USA,IL,,Illinois State Championship,Yes
Carson Bowler,M,SBD,Raw,21.5,20-23,19-23,MR-O,67.2,67.5,205,140,247.5,592.5,2,458.14,458.46,445.12,91.49,Yes,USA,IL,USAPL,,6/17/23,USA,IL,,Illinois State Championship,Yes
Zachary Haines,M,SBD,Raw,23.5,24-34,24-39,MR-O,82.5,82.5,245,135,285,665,1,450.47,445.49,428.65,92.34,Yes,USA,IL,USAPL,,6/17/23,USA,IL,,Illinois State Championship,Yes
Ryan Ondrula,M,SBD,Raw,23.5,24-34,24-39,MR-O,82.1,82.5,222.5,142.5,245,610,2,414.35,409.84,394.43,84.91,Yes,USA,IL,USAPL,,6/17/23,USA,IL,,Illinois State Championship,Yes
Cody Wong,M,SBD,Raw,29.5,24-34,24-39,MR-O,81.4,82.5,195,142.5,240,577.5,3,394.21,390.03,375.51,80.73,Yes,USA,IL,USAPL,,6/17/23,USA,IL,,Illinois State Championship,Yes
Donavan Monroe,M,SBD,Raw,24.5,24-34,24-39,MR-O,78.3,82.5,197.5,150,227.5,575,4,401.61,398,383.85,81.99,Yes,USA,IL,USAPL,,6/17/23,USA,IL,,Illinois State Championship,Yes
Brandon Piedra,M,SBD,Raw,23.5,24-34,24-39,MR-O,81.7,82.5,175,135,230,540,5,367.83,363.88,350.28,75.35,Yes,USA,IL,USAPL,,6/17/23,USA,IL,,Illinois State Championship,Yes
Margi Patel,F,SBD,Raw,20.5,20-23,19-23,FR-O,49.2,52,72.5,42.5,102.5,217.5,2,275.69,282.83,251.35,57.7,Yes,USA,IL,USAPL,,1/29/22,USA,IL,,Beast of The Metro East,Yes
Kylie Stark,F,SBD,Raw,24,24-34,24-39,FR-O,81.4,82.5,175,90,190,455,1,425.07,412.4,361.3,87.02,Yes,USA,IL,USAPL,,1/29/22,USA,IL,,Beast of The Metro East,Yes
Jerrold Beach,M,SBD,Raw,31.5,24-34,24-39,MR-O,106.4,110,265,162.5,297.5,725,1,434.94,431.25,411.87,88.96,Yes,USA,IL,USAPL,,1/29/22,USA,IL,,Beast of The Metro East,Yes
Christian Swanson,M,SBD,Raw,24.5,24-34,24-39,MR-O,104.6,105,210,130,212.5,552.5,3,333.73,330.59,315.68,68.34,Yes,USA,IL,USAPL,IPF,4/17/21,USA,MI,,Full Send Invitational,Yes
John Katsigiannis,M,SBD,Raw,28.5,24-34,24-39,MR-O,140.4,120+,222.5,162.5,245,630,4,344.98,351.9,334.41,68.6,Yes,USA,IL,USAPL,IPF,4/17/21,USA,MI,,Full Send Invitational,Yes
Samuel Prather,M,SBD,Raw,23.5,24-34,24-39,MR-O,98.15,100,227.5,110,205,542.5,1,336.67,332.69,317.87,69.15,Yes,USA,IL,USAPL,,2/19/22,USA,IA,,Iowa State Open,Yes
Karina Lazarit,F,SBD,Raw,27,24-34,24-39,FR-O,48.8,52,120,75,157.5,352.5,1,449.45,461.18,410.06,94.23,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Nicole Estrella,F,SBD,Raw,21.5,20-23,19-23,FR-O,51.5,52,87.5,35,102.5,225,2,276.11,282.59,250.59,57.29,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Reighza Mirah Lacaya,F,SBD,Raw,22.5,20-23,19-23,FR-O,59,60,135,72.5,160,367.5,1,411.76,415.11,366.85,84.06,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Tiffany Rolland,F,SBD,Raw,27,24-34,24-39,FR-O,74.4,75,155,82.5,140,377.5,2,369.25,360.69,317.37,75.19,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Caraline Custardo,F,SBD,Raw,18,18-19,14-18,FR-O,72.5,75,127.5,77.5,150,355,3,352.11,344.91,303.75,71.63,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Fatema Nomani,F,SBD,Raw,20.5,20-23,19-23,FR-O,73.4,75,110,57.5,152.5,320,5,315.28,308.41,271.5,64.17,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Karina Acuna,F,SBD,Raw,17.5,18-19,14-18,FR-O,73.5,75,115,55,142.5,312.5,6,307.66,300.92,264.89,62.62,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Jessica Garcia #1,F,SBD,Raw,20.5,20-23,19-23,FR-O,99,100,182.5,115,150,447.5,1,383.38,373.7,321.44,80.03,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Emily Manzo,F,SBD,Raw,22.5,20-23,19-23,FR-O,90.95,100,137.5,45,172.5,355,2,315.03,305.43,265.21,65.14,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Bianca Enriquez,F,SBD,Raw,22.5,20-23,19-23,FR-O,66.6,67.5,127.5,62.5,147.5,337.5,2,351.16,347.81,306.89,71.35,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Madeleine Farbman,F,SBD,Raw,16.5,16-17,14-18,FR-O,76.8,82.5,87.5,55,112.5,255,3,245.3,238.91,209.95,50.03,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Daniel Marrero,M,SBD,Raw,22.5,20-23,19-23,MR-O,59.9,60,182.5,112.5,182.5,477.5,1,403.58,407.87,398.32,78.38,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
John Allison,M,SBD,Raw,16.5,16-17,14-18,MR-O,59.4,60,125,82.5,175,382.5,3,325.53,329.25,321.69,63.07,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Evan Cheuk,M,SBD,Raw,16.5,16-17,14-18,MR-O,59.1,60,135,90,155,380,4,324.77,328.63,321.18,62.82,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Rex Labis,M,SBD,Raw,27,24-34,24-39,MR-O,74.6,75,195,127.5,242.5,565,1,406.74,404.1,390.55,82.6,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
James McArthur,M,SBD,Raw,20,20-23,19-23,MR-O,73.8,75,200,142.5,217.5,560,2,405.96,403.59,390.23,82.33,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Josiah Suwanski,M,SBD,Raw,21.5,20-23,19-23,MR-O,72.5,75,192.5,115,237.5,545,3,399.74,397.85,384.97,80.87,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Kristofer Amon,M,SBD,Raw,20.5,20-23,19-23,MR-O,73.2,75,167.5,117.5,242.5,527.5,5,384.45,382.4,369.87,77.88,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Josh Matira,M,SBD,Raw,19.5,20-23,19-23,MR-O,72.8,75,187.5,97.5,215,500,6,365.73,363.9,352.06,74.03,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Jordan Ferrer,M,SBD,Raw,29.5,24-34,24-39,MR-O,74.8,75,162.5,92.5,170,425,7,305.43,303.4,293.19,62.05,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Mark John Deniega,M,SBD,Raw,17.5,18-19,14-18,MR-O,68.8,75,157.5,85,165,407.5,9,309.82,309.48,300.15,62.15,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Elrin Esporlas,M,SBD,Raw,20.5,20-23,19-23,MR-O,74.1,75,75,162.5,75,312.5,12,225.94,224.57,217.1,45.85,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Tomasz Kmiotek,M,SBD,Raw,22.5,20-23,19-23,MR-O,84.4,90,245,155,275,675,3,451.47,446.18,428.87,92.65,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Christian Romero,M,SBD,Raw,21.5,20-23,19-23,MR-O,88.3,90,220,110,247.5,577.5,7,377.06,372.34,357.15,77.5,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Josiah Klippel,M,SBD,Raw,16.5,16-17,14-18,MR-O,88.3,90,215,122.5,237.5,575,8,375.43,370.72,355.6,77.17,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Evan Swanson,M,SBD,Raw,29.5,24-34,24-39,MR-O,88.6,90,205,142.5,220,567.5,9,369.89,365.24,350.28,76.03,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Alexander Thielen,M,SBD,Raw,21.5,20-23,19-23,MR-O,90.7,100,240,157.5,305,702.5,1,452.48,446.72,428,93.04,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Zachary Marquez,M,SBD,Raw,18.5,18-19,19-23,MR-O,94.2,100,242.5,137.5,265,645,2,407.88,402.76,385.3,83.85,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Lance Johnston,M,SBD,Raw,18.5,18-19,19-23,MR-O,98.4,100,215,132.5,285,632.5,4,392.07,387.47,370.19,80.52,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Trevor Baker,M,SBD,Raw,21.5,20-23,19-23,MR-O,98.5,100,217.5,160,240,617.5,6,382.6,378.12,361.25,78.57,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Jonathan Yelenick,M,SBD,Raw,19.5,20-23,19-23,MR-O,92.8,100,210,135,247.5,592.5,7,377.37,372.58,356.63,77.59,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Filip Smilevski,M,SBD,Raw,22.5,20-23,19-23,MR-O,109.2,110,230,147.5,260,637.5,2,378.61,376.01,359.3,77.3,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Gabriel Gordin,M,SBD,Raw,15.5,16-17,14-18,MR-O,123.4,125,145,95,200,440,6,250.4,251.4,240.79,50.53,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Danny Le #2,M,SBD,Raw,21.5,20-23,19-23,MR-O,67.2,67.5,205,107.5,245,557.5,1,431.08,431.38,418.82,86.08,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Ryan Tran #4,M,SBD,Raw,23.5,24-34,24-39,MR-O,65.9,67.5,192.5,120,220,532.5,2,417.7,418.64,406.82,83.07,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Joshua Fraser,M,SBD,Raw,23.5,24-34,24-39,MR-O,66.7,67.5,192.5,102.5,222.5,517.5,3,402.34,402.85,391.26,80.22,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Luis Morales,M,SBD,Raw,27.5,24-34,24-39,MR-O,67.1,67.5,180,120,192.5,492.5,4,381.23,381.54,370.46,76.11,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Christian Guillermo,M,SBD,Raw,22.5,20-23,19-23,MR-O,66.2,67.5,152.5,105,192.5,450,6,351.8,352.46,342.44,70.04,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Aidan Leung,M,SBD,Raw,18.5,18-19,19-23,MR-O,65,67.5,155,87.5,165,407.5,7,322.95,324.04,315.11,64.04,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Thomas O'Donnell,M,SBD,Raw,21.5,20-23,19-23,MR-O,79.1,82.5,227.5,127.5,270,625,1,433.87,429.77,414.3,88.66,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Arsalan Afshar,M,SBD,Raw,21.5,20-23,19-23,MR-O,81.8,82.5,185,140,222.5,547.5,4,372.68,368.66,354.86,76.35,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Brendan Neale,M,SBD,Raw,18.5,18-19,19-23,MR-O,79.3,82.5,200,105,215,520,7,360.44,356.99,344.1,73.67,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Joseph Ortega,M,SBD,Raw,15.5,16-17,14-18,MR-O,82.2,82.5,165,112.5,225,502.5,8,341.09,337.37,324.67,69.9,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Tommy Kang,M,SBD,Raw,19.5,20-23,19-23,MR-O,81.4,82.5,180,92.5,187.5,460,11,314,310.67,299.11,64.31,Yes,USA,IL,USAPL,,12/3/22,USA,WI,,Liftmas Open,Yes
Elizabeth Lam,F,SBD,Raw,21.5,20-23,19-23,FR-O,51.9,52,112.5,50,110,272.5,2,332.6,340.21,301.59,68.92,Yes,USA,IL,USAPL,IPF,7/17/21,USA,WI,,Wolf Open,Yes
John Nickl,M,SBD,Raw,23,20-23,19-23,MR-O,89.9,93,262.5,145,240,647.5,1,418.91,413.59,396.41,86.13,Yes,USA,IL,USAPL,IPF,7/17/21,USA,WI,,Wolf Open,Yes
Robert Szymanski,M,SBD,Raw,22.5,20-23,19-23,MR-O,110.8,120,280,130,282.5,692.5,3,409.03,406.64,388.73,83.41,Yes,USA,IL,USAPL,IPF,7/17/21,USA,WI,,Wolf Open,Yes
Ricky Zheng,M,SBD,Raw,20.5,20-23,19-23,MR-O,88.8,93,215,147.5,250,612.5,2,398.75,393.73,377.58,81.97,Yes,USA,IL,USAPL,IPF,7/17/21,USA,WI,,Wolf Open,Yes
Jack Nguyen #1,M,SBD,Raw,19.5,20-23,19-23,MR-O,65.8,66,192.5,130,187.5,510,1,400.5,401.45,390.15,79.63,Yes,USA,IL,USAPL,IPF,7/17/21,USA,WI,,Wolf Open,Yes
Philip An,M,SBD,Raw,17.5,18-19,14-18,MR-O,89.6,93,212.5,120,227.5,560,5,362.91,358.32,343.48,74.61,Yes,USA,IL,USAPL,IPF,7/17/21,USA,WI,,Wolf Open,Yes
Albert Aquino,M,SBD,Raw,19.5,20-23,19-23,MR-O,89.6,93,215,117.5,220,552.5,6,358.05,353.52,338.88,73.61,Yes,USA,IL,USAPL,IPF,7/17/21,USA,WI,,Wolf Open,Yes
Andrew Bui,M,SBD,Raw,19.5,20-23,19-23,MR-O,73.8,74,192.5,117.5,175,485,1,351.59,349.54,337.97,71.3,Yes,USA,IL,USAPL,IPF,7/17/21,USA,WI,,Wolf Open,Yes
Jared Manusig,M,SBD,Raw,20.5,20-23,19-23,MR-O,72,74,155,92.5,210,457.5,2,337.11,335.67,324.91,68.13,Yes,USA,IL,USAPL,IPF,7/17/21,USA,WI,,Wolf Open,Yes
Arvid Haque,M,SBD,Raw,24.5,24-34,24-39,MR-O,64.8,66,150,95,187.5,432.5,2,343.56,344.81,335.36,68.08,Yes,USA,IL,USAPL,IPF,7/17/21,USA,WI,,Wolf Open,Yes
Angelo Fortino,M,SBD,Raw,28.5,24-34,24-39,MR-O,81.51,,300,165,337.5,802.5,3,547.37,541.54,521.35,112.11,Yes,USA,IL,USAPL,,3/5/22,USA,OH,Columbus,Arnold A7 Grand Prix,Yes
Mallory Brown,F,SBD,Raw,26.5,24-34,24-39,FR-O,47,47,137.5,67.5,160,365,1,478.36,490.89,437.59,101.18,Yes,USA,IL,USAPL,IPF,10/10/20,USA,MO,,Midwest Primetime,Yes
Christina Lazo,F,SBD,Raw,33,24-34,24-39,FR-O,57.15,63,162.5,97.5,170,430,1,491.8,497.94,440.28,100.67,Yes,USA,IL,USAPL,IPF,10/10/20,USA,MO,,Midwest Primetime,Yes
Michael Coladipietro,M,SBD,Raw,25,24-34,24-39,MR-O,73.9,74,260,160,290,710,1,514.24,511.2,494.26,104.31,Yes,USA,IL,USAPL,IPF,10/10/20,USA,MO,,Midwest Primetime,Yes
Angelo Fortino,M,SBD,Raw,26.5,24-34,24-39,MR-O,81.6,83,275,170,332.5,777.5,1,529.98,524.32,504.75,108.56,Yes,USA,IL,USAPL,IPF,10/10/20,USA,MO,,Midwest Primetime,Yes
Heather Wenzel,F,SBD,Raw,33.5,24-34,24-39,FR-O,50.75,52,102.5,47.5,132.5,282.5,1,350.26,358.82,318.39,72.86,Yes,USA,IL,USAPL,,6/25/22,USA,MO,,Legacy Series 1,Yes
Ariana Tello,F,SBD,Raw,30.5,24-34,24-39,FR-O,52,52,127.5,80,145,352.5,1,429.66,439.44,389.52,89.01,Yes,USA,IL,USAPL,,11/18/23,USA,IL,,Surge Classic,Yes
Leslie Najera,F,SBD,Raw,26.5,24-34,24-39,FR-O,52,52,90,52.5,115,257.5,2,313.87,321.01,284.55,65.02,Yes,USA,IL,USAPL,,11/18/23,USA,IL,,Surge Classic,Yes
Cheryl Stewart,F,SBD,Raw,45,45-49,40-49,FR-O,59.2,60,127.5,67.5,145,340,1,380.13,383.03,338.49,77.58,Yes,USA,IL,USAPL,,11/18/23,USA,IL,,Surge Classic,Yes
Justine Cabrera,F,SBD,Raw,29.5,24-34,24-39,FR-O,59.2,60,125,65,127.5,317.5,2,354.97,357.69,316.09,72.45,Yes,USA,IL,USAPL,,11/18/23,USA,IL,,Surge Classic,Yes
Alana Toy,F,SBD,Raw,24.5,24-34,24-39,FR-O,57.6,60,95,52.5,112.5,260,3,295.85,299.24,264.55,60.51,Yes,USA,IL,USAPL,,11/18/23,USA,IL,,Surge Classic,Yes
Lauren Brownridge,F,SBD,Raw,32.5,24-34,24-39,FR-O,74.2,75,145,80,165,390,2,382.02,373.27,328.48,77.78,Yes,USA,IL,USAPL,,11/18/23,USA,IL,,Surge Classic,Yes
Madelynne Stroud,F,SBD,Raw,23.5,24-34,24-39,FR-O,73.8,75,140,77.5,160,377.5,3,370.85,362.56,319.11,75.49,Yes,USA,IL,USAPL,,11/18/23,USA,IL,,Surge Classic,Yes
Nicole Arias,F,SBD,Raw,27.5,24-34,24-39,FR-O,74.6,75,142.5,70,160,372.5,4,363.84,355.31,312.61,74.1,Yes,USA,IL,USAPL,,11/18/23,USA,IL,,Surge Classic,Yes
Anna Hornbacher,F,SBD,Raw,23.5,24-34,24-39,FR-O,74.5,75,132.5,65,165,362.5,5,354.32,346.06,304.49,72.16,Yes,USA,IL,USAPL,,11/18/23,USA,IL,,Surge Classic,Yes
Kasandra Posada,F,SBD,Raw,24,24-34,24-39,FR-O,72.3,75,142.5,67.5,150,360,6,357.6,350.41,308.62,72.74,Yes,USA,IL,USAPL,,11/18/23,USA,IL,,Surge Classic,Yes
Tessa Elfstrom,F,SBD,Raw,23.5,24-34,24-39,FR-O,85,90,155,75,172.5,402.5,1,368.3,356.84,311.69,75.66,Yes,USA,IL,USAPL,,11/18/23,USA,IL,,Surge Classic,Yes
Allyce Torres,F,SBD,Raw,31.5,24-34,24-39,FR-O,88.8,90,130,67.5,152.5,350,2,313.9,304.14,264.7,64.75,Yes,USA,IL,USAPL,,11/18/23,USA,IL,,Surge Classic,Yes
Jocelyn Waszkiewicz,F,SBD,Raw,31.5,24-34,24-39,FR-O,89.5,90,112.5,75,127.5,315,3,281.52,272.82,237.26,58.12,Yes,USA,IL,USAPL,,11/18/23,USA,IL,,Surge Classic,Yes
Josephine Bonnie Mallari,F,SBD,Raw,29,24-34,24-39,FR-O,103.2,100+,160,60,170,390,1,328.84,321.89,275.4,68.99,Yes,USA,IL,USAPL,,11/18/23,USA,IL,,Surge Classic,Yes
Amanda Heath,F,SBD,Raw,25,24-34,24-39,FR-O,65.1,67.5,142.5,85,160,387.5,1,408.62,406.06,358.41,83.05,Yes,USA,IL,USAPL,,11/18/23,USA,IL,,Surge Classic,Yes
